Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,343.600,2.897,0.351,1.148,1.960,3.819,5.869,7.082,13.673,25.562,0.345
5,415.800,2.397,0.344,0.854,1.680,3.050,5.401,6.366,11.462,19.664,0.417
10,441.800,2.254,0.284,0.791,1.712,2.866,4.949,5.881,10.754,17.807,0.444
15,437.400,2.273,0.277,0.798,1.601,2.998,5.114,5.910,10.770,13.453,0.440
20,361.800,2.757,0.306,1.075,1.723,3.903,5.873,7.101,12.395,19.453,0.363
25,406.000,2.457,0.257,0.800,1.742,3.166,5.557,6.458,11.390,15.450,0.407
30,357.400,2.794,0.309,1.188,1.734,3.954,5.908,6.960,12.728,20.150,0.358
35,376.400,2.652,0.277,1.160,1.626,3.737,5.710,6.461,11.787,14.450,0.377
40,383.600,2.599,0.257,1.103,1.602,3.591,5.598,6.423,11.290,14.235,0.385
45,417.000,2.393,0.253,0.765,1.600,3.131,5.494,6.264,11.182,14.378,0.418
50,419.000,2.383,0.286,0.847,1.689,3.134,5.248,6.121,10.780,17.240,0.420
55,341.200,2.919,0.261,1.225,1.810,4.272,6.181,7.213,12.724,16.945,0.343
