Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,355,355.000,730,1228,2263,2792,3504,4693,7532,11444,18948
1,362,362.000,530,1120,2145,2750,3754,5415,6131,10599,11628
2,337,337.000,381,1330,2034,2958,3884,5727,6809,12630,21813
3,434,434.000,332,882,1845,2319,3052,5002,5808,8190,14511
4,294,294.000,417,1360,2049,3362,4493,6350,7687,17542,36927
5,492,492.000,302,756,1691,2015,2643,3403,6014,7482,13581
6,397,397.000,361,1090,1839,2516,3094,5439,6342,13594,13724
7,552,552.000,337,766,1420,1802,2415,3219,5358,6326,11523
8,380,380.000,367,1084,1670,2637,3330,5498,6726,12770,15012
9,549,549.000,308,714,1538,1802,2532,3165,4345,6348,11285
10,432,432.000,334,782,1662,2306,2930,5622,6187,12195,14351
11,489,489.000,360,764,1665,2042,2759,3697,5755,6931,13346
12,409,409.000,310,813,1605,2440,3224,5755,6269,11049,12672
13,448,448.000,354,770,1446,2222,2989,4919,5953,11515,15566
14,357,357.000,352,1222,1685,2785,3971,6076,6930,12266,14393
15,339,339.000,347,1288,1850,2942,4340,6031,6622,11844,13068
16,508,508.000,301,743,1558,1958,2705,3339,5825,6821,13117
17,397,397.000,295,827,1772,2520,3124,5564,7126,12975,13911
18,514,514.000,304,709,1566,1931,2596,3773,5644,7413,14490
19,414,414.000,309,801,1628,2409,3063,5629,6191,11795,17152
20,426,426.000,294,842,1613,2338,2855,5541,6144,11653,12290
21,379,379.000,303,1188,1568,2637,3871,5601,6199,11701,15982
22,552,552.000,266,696,1433,1802,2639,3228,5161,5880,8680
23,424,424.000,320,778,1752,2347,2992,5347,6112,7289,14057
24,507,507.000,284,727,1540,1956,2586,3554,5719,7820,14296
25,522,522.000,302,702,1535,1911,2606,3698,5621,6721,12597
26,578,578.000,283,679,1271,1723,2295,3186,5281,6852,13136
27,469,469.000,253,739,1551,2132,2642,4740,5873,11626,19392
28,552,552.000,274,744,1282,1804,2609,3236,4505,5931,11967
29,357,357.000,334,971,2039,2789,3979,5971,6618,11919,12699
30,568,568.000,284,684,1261,1757,2507,3072,5399,6836,13082
31,384,384.000,304,813,1802,2594,3199,5723,6718,13739,13881
32,502,502.000,328,771,1519,1984,2705,3573,5632,7212,13668
33,519,519.000,299,752,1576,1922,2736,3387,5664,6437,8323
34,515,515.000,300,765,1574,1936,2641,3381,5626,6049,11193
35,557,557.000,298,728,1394,1787,2500,3243,4705,6069,13499
36,531,531.000,288,736,1487,1879,2524,3216,5477,6265,12510
37,551,551.000,295,711,1167,1806,2584,3420,4662,5961,10953
38,522,522.000,286,706,1554,1912,2656,3384,5519,6983,11113
39,616,616.000,297,701,1030,1616,2414,3018,3263,5780,6223
40,592,592.000,300,709,1210,1686,2433,3108,3459,6053,6641
41,544,544.000,290,721,1552,1846,2503,3200,5423,6032,13440
42,442,442.000,289,772,1586,2239,2811,5319,6030,13002,13450
43,413,413.000,308,815,1722,2414,3227,5218,5958,11532,12704
44,515,515.000,300,741,1516,1938,2619,4070,5609,6379,11326
45,332,332.000,306,1387,1676,3015,4459,6385,7220,13105,14184
46,451,451.000,275,736,1628,2207,2671,5467,6209,7912,19764
47,367,367.000,315,1148,1699,2717,3780,5424,6761,13341,14494
48,430,430.000,302,754,1566,2314,2978,5135,5884,11580,12280
49,447,447.000,291,744,1697,2232,2940,5278,5835,7278,13089
50,555,555.000,296,691,1583,1800,2426,3120,5292,6043,12802
51,548,548.000,298,717,1556,1818,2599,3214,5711,6396,7536
52,541,541.000,280,750,1534,1840,2555,3261,5741,6664,7456
53,542,542.000,252,742,1598,1840,2682,3249,3597,6198,6744
54,505,505.000,294,702,1398,1979,2641,4993,5585,7539,13801
55,559,559.000,274,684,1458,1784,2506,3112,5412,6370,12996
56,580,580.000,280,691,1526,1715,2461,3076,4334,5803,6852
57,512,512.000,277,715,1675,1945,2637,3394,5390,6655,13531
58,456,456.000,287,734,1720,2186,2787,4279,5781,11605,12950
59,500,500.000,297,759,1557,1987,2772,3563,5488,7094,11728
