Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,420.600,2.367,0.272,0.883,1.780,2.967,5.043,6.309,11.674,21.157,0.423
5,508.600,1.958,0.269,0.733,1.547,2.582,3.608,5.568,8.568,14.070,0.511
10,537.200,1.858,0.221,0.704,1.484,2.534,3.331,5.413,7.037,14.659,0.538
15,514.600,1.933,0.220,0.720,1.477,2.529,3.644,5.565,8.794,30.713,0.517
20,561.200,1.778,0.221,0.698,1.393,2.487,3.117,5.315,6.075,12.207,0.563
25,541.800,1.840,0.213,0.709,1.541,2.504,3.230,5.461,6.534,19.384,0.543
30,533.200,1.870,0.235,0.704,1.484,2.503,3.442,5.563,7.439,17.334,0.535
35,549.600,1.814,0.216,0.714,1.398,2.536,3.246,5.415,6.606,14.899,0.551
40,519.200,1.921,0.224,0.697,1.556,2.569,3.701,5.558,7.183,14.145,0.521
45,551.800,1.807,0.235,0.700,1.510,2.519,3.187,5.284,5.985,12.955,0.554
50,562.000,1.774,0.220,0.763,1.336,2.494,3.206,4.100,6.430,12.581,0.564
55,587.600,1.696,0.249,0.713,1.295,2.384,3.056,4.730,5.799,12.853,0.589
