Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,161.600,4.008,0.940,2.722,3.626,4.957,6.213,6.948,9.567,25.866,0.250
5,200.200,3.194,1.124,2.105,2.789,3.754,5.252,6.049,7.706,13.720,0.313
10,218.000,2.928,0.961,2.047,2.624,3.172,4.759,5.776,7.450,13.416,0.342
15,200.600,3.213,1.259,2.137,2.872,3.883,5.531,6.044,7.016,13.306,0.311
20,205.800,2.948,0.999,2.070,2.656,3.249,4.938,5.801,6.741,8.382,0.339
25,232.000,2.733,1.081,1.960,2.492,3.023,4.304,5.469,6.509,11.035,0.366
30,228.400,2.902,0.965,1.991,2.615,3.252,4.761,5.715,6.862,16.460,0.345
35,234.800,2.674,1.280,1.991,2.490,2.993,3.812,4.827,6.371,8.181,0.374
40,228.400,2.852,1.113,2.054,2.591,3.165,4.431,5.602,6.888,8.666,0.351
45,245.400,2.639,1.040,2.010,2.479,2.963,3.517,4.868,5.918,6.822,0.379
50,231.400,2.718,0.932,2.034,2.532,3.049,3.611,5.039,7.307,8.375,0.368
55,251.000,2.516,0.954,1.923,2.401,2.892,3.211,3.640,6.106,7.845,0.397
