Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,364.200,2.735,0.368,1.051,1.924,3.458,5.880,6.815,12.780,31.266,0.366
5,404.800,2.461,0.339,0.874,1.660,3.174,5.475,6.110,12.222,19.225,0.406
10,465.000,2.141,0.316,0.740,1.581,2.721,4.794,5.844,11.090,19.078,0.467
15,463.400,2.149,0.279,0.715,1.565,2.710,5.059,5.880,11.589,20.116,0.465
20,493.400,2.021,0.274,0.704,1.547,2.611,4.542,5.593,7.688,13.771,0.495
25,502.400,1.984,0.265,0.738,1.468,2.707,3.763,5.603,7.235,44.121,0.504
30,418.400,2.386,0.269,0.806,1.647,3.110,5.248,6.020,11.643,14.051,0.419
35,447.800,2.227,0.275,0.743,1.458,2.932,5.189,5.889,11.112,13.767,0.449
40,404.800,2.465,0.254,0.862,1.580,3.257,5.357,6.076,11.845,16.310,0.406
45,469.000,2.126,0.274,0.725,1.581,2.729,4.954,5.851,10.710,15.230,0.470
50,479.400,2.080,0.283,0.772,1.675,2.754,4.115,5.610,8.909,14.703,0.481
55,528.800,1.886,0.245,0.709,1.526,2.545,3.343,5.374,6.937,12.921,0.530
