Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.200,10.282,5.709,6.763,7.697,13.722,17.434,20.867,21.918,21.918,0.097
5,16.600,8.348,5.719,6.295,6.732,8.216,15.133,15.971,17.686,17.686,0.120
10,16.800,8.416,6.076,6.467,6.675,10.605,14.633,15.732,16.462,16.462,0.119
15,20.200,6.619,5.792,6.232,6.431,6.611,6.860,7.008,14.593,14.834,0.151
20,19.200,6.947,5.902,6.284,6.437,6.654,7.171,12.921,16.537,16.537,0.144
25,21.200,7.061,5.907,6.286,6.391,6.633,8.285,13.781,15.199,16.729,0.142
30,16.200,7.840,6.017,6.517,6.799,7.183,9.783,14.952,20.761,20.761,0.128
35,19.800,7.336,5.994,6.426,6.629,6.834,7.796,14.086,18.847,18.847,0.136
40,16.800,6.492,5.938,6.183,6.324,6.498,6.691,7.037,12.792,12.792,0.154
45,21.800,6.480,5.758,5.976,6.102,6.393,6.773,7.421,16.008,16.464,0.154
50,16.000,7.204,5.729,6.132,6.382,6.923,10.018,11.814,15.622,15.622,0.139
55,22.000,6.679,5.688,5.938,6.079,6.285,6.543,12.829,14.661,25.342,0.150
