Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,315.600,3.157,0.369,1.373,2.039,4.473,6.428,7.665,13.885,20.404,0.317
5,418.600,2.381,0.294,0.862,1.590,3.137,5.310,6.017,11.484,14.546,0.420
10,354.600,2.812,0.298,1.163,1.760,3.965,5.892,6.958,12.360,22.282,0.356
15,407.200,2.448,0.280,1.064,1.605,3.227,5.379,6.104,11.715,14.761,0.409
20,371.800,2.683,0.294,0.977,1.769,3.673,5.732,6.779,12.726,14.545,0.373
25,346.000,2.886,0.279,1.317,1.791,4.314,5.970,6.914,12.496,13.939,0.347
30,326.400,3.061,0.273,1.340,1.864,4.389,6.175,7.254,13.113,18.439,0.327
35,315.000,3.169,0.303,1.338,1.890,4.805,6.360,7.250,12.933,23.156,0.316
40,333.400,2.991,0.301,1.267,1.764,4.393,5.986,7.211,12.593,19.801,0.334
45,445.800,2.238,0.262,0.779,1.500,2.908,5.006,5.746,11.046,14.612,0.447
50,484.000,2.062,0.285,0.758,1.587,2.779,3.912,5.742,10.556,15.419,0.485
55,347.400,2.868,0.283,1.243,1.750,4.344,5.767,6.723,11.913,15.089,0.349
