Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,178.200,1.144,0.666,0.878,1.045,1.294,1.563,1.692,2.909,9.915,0.874
5,211.400,0.955,0.600,0.696,0.757,0.989,1.539,1.621,2.157,15.536,1.047
10,177.600,1.007,0.583,0.663,0.741,1.364,1.579,1.699,2.113,13.708,0.993
15,167.800,1.052,0.574,0.676,0.779,1.384,1.602,1.771,2.210,11.325,0.950
20,203.400,0.913,0.596,0.685,0.736,1.212,1.409,1.526,1.814,6.913,1.096
25,215.600,0.878,0.587,0.683,0.739,0.875,1.348,1.475,1.679,20.956,1.139
30,222.200,0.820,0.573,0.652,0.701,0.820,1.286,1.410,1.636,4.094,1.219
35,189.000,0.968,0.571,0.666,0.737,1.261,1.551,1.673,2.088,11.976,1.033
40,252.000,0.746,0.568,0.630,0.662,0.720,0.861,1.435,1.744,5.683,1.341
45,210.000,0.795,0.558,0.636,0.677,0.761,1.311,1.472,1.673,1.996,1.257
50,215.800,0.867,0.584,0.725,0.793,0.906,1.196,1.387,1.770,3.784,1.154
55,195.600,0.926,0.607,0.705,0.779,1.202,1.413,1.519,1.756,2.102,1.079
