Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,403.200,2.469,0.355,0.974,1.762,3.187,4.892,6.655,11.997,18.533,0.405
5,381.400,2.610,0.328,0.819,1.782,3.142,5.506,6.689,11.679,295.762,0.383
10,399.400,2.497,0.297,0.857,1.717,3.034,5.666,6.670,12.550,20.610,0.400
15,340.600,2.920,0.278,1.258,1.786,4.202,5.936,6.994,12.870,31.766,0.342
20,424.200,2.356,0.263,0.817,1.584,3.071,5.389,6.128,11.351,14.878,0.425
25,487.000,2.044,0.266,0.707,1.540,2.632,4.567,5.625,8.369,14.129,0.489
30,442.800,2.255,0.294,0.762,1.615,2.938,5.123,5.932,9.872,27.185,0.443
35,594.800,1.675,0.258,0.675,1.330,2.369,3.013,3.929,5.809,13.216,0.597
40,392.000,2.546,0.261,0.938,1.683,3.344,5.602,6.546,12.187,19.792,0.393
45,475.000,2.100,0.270,0.721,1.530,2.595,4.286,5.682,8.137,263.624,0.476
50,513.800,1.942,0.258,0.715,1.542,2.647,3.726,5.462,6.916,27.254,0.515
55,476.200,2.094,0.250,0.723,1.564,2.687,4.582,5.613,10.688,13.622,0.478
