Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,12.800,9.621,5.730,6.194,7.110,12.493,14.125,15.761,29.980,29.980,0.104
5,15.200,9.276,5.404,5.956,8.764,12.069,13.515,15.207,25.064,25.064,0.108
10,13.800,8.774,5.506,5.869,7.427,11.619,12.560,13.959,16.274,16.274,0.114
15,12.400,10.384,5.628,6.241,11.496,12.087,13.276,13.713,15.420,15.420,0.096
20,12.000,10.308,5.335,6.037,11.438,12.652,13.186,13.482,13.938,13.938,0.097
25,14.000,10.247,5.412,6.100,11.511,12.487,13.387,13.444,14.829,14.829,0.098
30,14.800,9.061,5.296,5.716,10.644,11.331,12.801,13.157,16.576,16.576,0.110
35,15.200,9.139,5.476,5.760,9.692,12.121,13.312,13.922,16.738,16.738,0.109
40,15.800,9.477,5.442,5.857,9.959,12.910,13.484,13.674,18.894,18.894,0.106
45,18.600,9.313,5.381,5.846,9.752,12.561,13.020,13.945,15.650,15.650,0.107
50,10.600,11.114,5.304,5.738,11.000,12.898,15.236,22.768,35.640,35.640,0.090
55,17.000,8.495,5.210,5.557,6.000,11.945,13.020,13.121,13.595,13.595,0.118
