Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,178.200,3.590,1.285,2.286,2.971,4.269,6.155,7.386,10.623,26.351,0.279
5,202.400,3.144,1.176,2.100,2.784,3.749,5.233,5.950,7.295,12.796,0.318
10,223.800,2.841,1.178,2.037,2.609,3.058,4.325,5.831,7.386,11.106,0.352
15,249.000,2.574,1.256,1.964,2.450,2.926,3.334,4.162,6.119,7.491,0.388
20,223.800,2.668,1.223,1.944,2.470,2.966,3.796,5.234,6.485,11.227,0.375
25,235.000,2.765,1.016,1.987,2.506,3.058,4.231,5.604,7.120,13.666,0.362
30,223.000,2.713,1.445,1.980,2.485,2.992,4.109,5.480,6.370,7.322,0.369
35,218.600,2.928,1.019,1.970,2.511,3.104,5.153,6.107,7.675,12.033,0.342
40,246.200,2.531,1.050,1.946,2.429,2.895,3.193,3.721,6.232,9.245,0.395
45,243.200,2.562,0.902,1.959,2.428,2.883,3.251,4.035,6.267,12.587,0.390
50,212.200,2.925,1.043,2.049,2.608,3.139,4.453,5.798,8.176,27.974,0.342
55,239.400,2.630,1.220,1.934,2.466,2.937,3.615,5.005,6.475,11.366,0.380
