Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,140.600,1.419,0.645,0.813,1.214,1.597,1.910,2.714,6.032,27.235,0.705
5,139.600,1.340,0.613,0.984,1.394,1.570,1.738,1.821,2.720,10.703,0.746
10,178.600,1.067,0.619,0.739,0.889,1.338,1.517,1.599,1.915,9.753,0.937
15,192.000,0.960,0.623,0.706,0.760,1.255,1.506,1.634,1.855,7.748,1.042
20,166.800,1.053,0.621,0.724,0.844,1.379,1.570,1.681,1.885,3.343,0.949
25,188.000,0.957,0.604,0.700,0.758,1.261,1.495,1.604,1.875,2.309,1.045
30,137.800,1.240,0.589,0.962,1.299,1.493,1.635,1.757,2.035,5.098,0.807
35,123.800,1.301,0.602,0.846,1.324,1.554,1.776,1.892,2.299,13.966,0.769
40,178.000,1.076,0.578,0.681,0.820,1.457,1.637,1.770,2.062,15.004,0.929
45,145.200,1.172,0.594,1.053,1.220,1.323,1.466,1.575,1.752,3.402,0.853
50,196.200,0.910,0.581,0.677,0.749,1.185,1.372,1.501,2.005,3.801,1.099
55,144.600,1.297,0.586,1.128,1.359,1.512,1.655,1.770,2.471,5.729,0.771
