Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.400,1.086,0.381,0.669,0.782,1.147,1.996,2.703,4.723,4.723,0.921
5,16.200,0.654,0.330,0.404,0.530,0.793,0.892,1.216,2.328,2.328,1.529
10,14.200,0.503,0.298,0.358,0.393,0.537,0.728,0.854,3.509,3.509,1.987
15,18.200,0.528,0.253,0.352,0.401,0.667,0.779,0.879,2.211,2.211,1.893
20,20.800,0.433,0.278,0.320,0.347,0.601,0.672,0.716,0.796,0.822,2.308
25,17.000,0.452,0.287,0.328,0.360,0.561,0.765,0.796,0.907,0.907,2.214
30,19.400,0.491,0.274,0.320,0.339,0.596,0.771,0.814,4.685,4.685,2.037
35,19.800,0.387,0.278,0.314,0.337,0.415,0.610,0.720,0.818,0.818,2.586
40,15.000,0.475,0.259,0.311,0.350,0.684,0.825,0.856,1.024,1.024,2.106
45,16.800,0.531,0.244,0.345,0.566,0.671,0.776,0.818,1.043,1.043,1.882
50,17.800,0.456,0.282,0.324,0.378,0.569,0.724,0.788,1.392,1.392,2.195
55,17.400,0.538,0.264,0.346,0.388,0.776,0.845,0.876,1.134,1.134,1.860
