Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,264,264.000,971,1665,2687,3752,4150,7588,8838,23339,28454
1,363,363.000,558,952,2052,2741,3241,5970,7559,14504,15393
2,542,542.000,381,805,1216,1835,2633,3388,4021,6405,6743
3,446,446.000,389,877,1703,2233,2972,4588,5766,11288,12318
4,452,452.000,347,809,1769,2204,2871,4183,6015,9404,13436
5,399,399.000,280,788,1632,2499,3084,5712,6573,14522,22975
6,490,490.000,348,760,1711,2030,2647,3668,5869,7580,11677
7,515,515.000,345,721,1617,1940,2683,3345,5795,6374,15849
8,438,438.000,327,774,1500,2267,3048,4796,5869,11156,19303
9,467,467.000,323,758,1586,2133,2595,5543,6021,11681,14188
10,479,479.000,278,783,1680,2079,2819,4219,5709,6702,14347
11,584,584.000,325,750,1104,1716,2403,3191,4305,5984,9186
12,521,521.000,315,733,1581,1898,2494,3452,5423,6931,12520
13,486,486.000,316,722,1673,2049,2617,3609,5759,12513,14592
14,513,513.000,288,711,1554,1959,2564,3991,5498,8506,11771
15,383,383.000,326,1126,1624,2580,3573,5796,6379,12162,13299
16,525,525.000,261,715,1371,1883,2467,3624,5478,6816,12675
17,398,398.000,327,839,1623,2505,3288,5595,6377,11534,11944
18,445,445.000,313,755,1519,2240,2922,5091,5966,10851,12019
19,511,511.000,292,723,1507,1954,2672,3287,5529,7624,23709
20,476,476.000,282,771,1569,2089,2749,4281,5678,11213,12549
21,506,506.000,295,720,1674,1975,2652,3333,5644,7323,17121
22,589,589.000,286,687,1337,1691,2458,3064,3738,5750,6018
23,515,515.000,266,713,1621,1940,2671,3605,5406,5867,11891
24,486,486.000,318,728,1657,2047,2660,4568,5792,7107,12791
25,494,494.000,320,742,1585,2024,2550,4441,5596,7663,11859
26,404,404.000,291,794,1629,2472,3143,5736,6509,12153,13847
27,381,381.000,301,1178,1745,2606,3834,5418,5999,11249,18674
28,563,563.000,307,698,1588,1775,2469,3168,5441,5908,7459
29,483,483.000,303,729,1508,2061,2777,4695,5811,6761,11383
30,538,538.000,286,702,1414,1856,2579,3290,5479,6681,13172
31,502,502.000,292,692,1538,1985,2497,3834,5745,10774,13914
32,443,443.000,294,743,1554,2247,2941,5207,5887,10977,19488
33,485,485.000,295,745,1550,2057,2574,4798,5826,8006,13793
34,409,409.000,302,772,1817,2444,3084,5551,6040,10936,12045
35,474,474.000,307,787,1669,2101,2853,4274,5664,6788,13476
36,517,517.000,265,745,1570,1929,2576,3500,5553,6820,13255
37,523,523.000,300,725,1497,1903,2623,3553,5533,6402,9730
38,533,533.000,295,717,1612,1876,2522,3225,5311,6792,13412
39,389,389.000,291,1208,1770,2560,3345,5582,6424,11807,13783
40,356,356.000,301,1131,1562,2824,3665,5719,6476,16349,32312
41,430,430.000,261,752,1687,2300,2932,5303,5810,12265,16719
42,463,463.000,297,718,1725,2154,2724,5368,6141,7749,13286
43,421,421.000,286,814,1698,2372,3018,5437,6410,12381,13016
44,436,436.000,288,779,1637,2282,3021,5223,5899,11581,12916
45,435,435.000,303,1096,1551,2294,3160,5112,5795,6802,12227
46,513,513.000,289,735,1481,1942,2689,3476,5597,7038,14740
47,425,425.000,250,773,1597,2349,2942,5532,6171,8248,12914
48,508,508.000,280,695,1624,1964,2674,3626,5496,6206,14382
49,509,509.000,291,717,1329,1960,2790,4414,5570,6490,10934
50,468,468.000,296,698,1535,2131,2829,4965,5863,11586,13891
51,590,590.000,290,690,1251,1692,2373,3066,5409,6120,6497
52,568,568.000,299,725,1169,1751,2536,3235,3761,6141,7116
53,619,619.000,289,702,985,1611,2415,3033,3286,5844,6235
54,507,507.000,291,715,1572,1965,2730,3875,5376,7924,17936
55,476,476.000,281,735,1534,2100,2727,4427,5976,11156,13189
56,450,450.000,266,748,1655,2213,2934,5132,5780,12002,13945
57,495,495.000,300,721,1505,2015,2559,4413,5532,9214,13120
58,434,434.000,298,747,1788,2298,3086,5281,5694,7210,13416
59,565,565.000,290,710,1424,1759,2477,3068,4458,6553,13223
