Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,311.600,3.196,0.334,1.041,2.170,4.029,7.109,9.219,15.139,24.683,0.313
5,411.200,2.423,0.315,0.837,1.768,3.290,4.918,7.152,8.926,18.764,0.413
10,378.200,2.633,0.306,0.843,1.867,3.542,5.784,7.209,11.239,26.145,0.380
15,364.200,2.737,0.285,0.855,1.996,3.767,6.203,7.280,12.856,19.387,0.365
20,394.600,2.524,0.239,0.802,1.702,3.503,5.598,7.104,11.783,16.939,0.396
25,393.200,2.540,0.253,0.785,1.774,3.502,5.777,7.241,10.914,16.493,0.394
30,379.400,2.625,0.270,0.840,1.941,3.562,5.673,7.193,11.480,19.199,0.381
35,457.800,2.178,0.260,0.794,1.783,2.918,4.681,5.540,9.094,17.472,0.459
40,469.000,2.125,0.240,0.793,1.692,2.836,4.086,5.677,8.516,23.664,0.471
45,433.400,2.300,0.242,0.791,1.750,2.950,5.050,6.298,11.532,15.429,0.435
50,386.000,2.586,0.253,0.889,1.792,3.338,5.703,6.675,11.425,20.668,0.387
55,376.000,2.649,0.261,0.882,1.828,3.447,5.700,6.926,12.049,14.945,0.378
