Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.200,1.026,0.329,0.452,0.575,0.819,2.488,3.515,9.669,9.669,0.975
5,16.200,0.683,0.324,0.400,0.615,0.810,0.910,1.231,2.717,2.717,1.465
10,11.200,1.030,0.317,0.638,0.757,0.822,1.366,3.574,8.313,8.313,0.971
15,12.600,0.873,0.300,0.621,0.741,0.817,0.879,2.245,6.056,6.056,1.145
20,15.200,0.573,0.256,0.371,0.609,0.762,0.884,0.909,0.930,0.930,1.746
25,11.800,0.657,0.317,0.524,0.635,0.825,0.880,0.919,1.480,1.480,1.522
30,15.600,0.643,0.261,0.337,0.434,0.727,0.883,0.996,8.388,8.388,1.556
35,17.400,0.558,0.267,0.334,0.494,0.751,0.808,0.896,2.138,2.138,1.791
40,17.800,0.485,0.271,0.327,0.362,0.602,0.789,1.006,2.095,2.095,2.064
45,12.600,0.511,0.256,0.333,0.414,0.708,0.794,0.801,0.998,0.998,1.956
50,17.800,0.390,0.265,0.323,0.348,0.408,0.594,0.687,0.790,0.790,2.561
55,15.000,0.735,0.286,0.361,0.606,0.759,0.812,1.042,11.919,11.919,1.361
