Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.200,0.963,0.332,0.689,0.790,1.126,1.690,2.085,3.557,3.557,1.038
5,17.000,0.512,0.302,0.383,0.421,0.520,0.736,0.885,2.285,2.285,1.954
10,17.200,0.757,0.310,0.372,0.440,0.744,0.980,2.098,8.467,8.467,1.320
15,19.400,0.580,0.295,0.339,0.367,0.534,0.787,0.879,6.976,6.976,1.724
20,23.000,0.569,0.266,0.335,0.366,0.592,0.758,0.791,0.909,14.296,1.758
25,21.400,0.442,0.253,0.326,0.370,0.458,0.690,0.764,0.881,2.373,2.262
30,19.800,0.421,0.284,0.331,0.350,0.396,0.730,0.796,1.198,1.198,2.376
35,21.600,0.414,0.286,0.316,0.342,0.374,0.556,0.718,0.796,4.527,2.418
40,21.400,0.434,0.289,0.328,0.350,0.505,0.722,0.767,0.833,0.864,2.302
45,15.800,0.533,0.275,0.331,0.513,0.711,0.793,0.824,1.187,1.187,1.875
50,20.800,0.367,0.252,0.322,0.341,0.380,0.454,0.528,0.704,0.991,2.726
55,20.800,0.398,0.274,0.317,0.340,0.408,0.614,0.747,0.884,0.990,2.514
