Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,11.000,0.922,0.407,0.549,0.701,1.035,1.392,2.370,4.279,4.279,1.084
5,13.600,0.853,0.305,0.427,0.516,0.790,1.150,1.968,6.931,6.931,1.172
10,14.400,0.709,0.298,0.384,0.517,0.810,1.040,1.902,3.292,3.292,1.410
15,16.400,0.807,0.302,0.382,0.660,0.774,0.896,1.258,13.787,13.787,1.239
20,12.400,0.596,0.330,0.382,0.570,0.791,0.873,0.904,1.030,1.030,1.677
25,16.200,0.559,0.286,0.350,0.431,0.775,0.873,0.932,1.196,1.196,1.788
30,16.400,0.562,0.306,0.368,0.423,0.713,0.814,0.886,3.218,3.218,1.780
35,14.200,0.635,0.324,0.382,0.436,0.788,0.914,0.988,5.650,5.650,1.574
40,15.800,0.521,0.340,0.399,0.435,0.506,0.784,1.055,2.518,2.518,1.921
45,18.000,0.490,0.359,0.419,0.449,0.499,0.588,0.935,1.032,1.032,2.042
50,15.600,0.564,0.326,0.417,0.455,0.539,0.930,0.987,3.277,3.277,1.773
55,17.200,0.522,0.354,0.409,0.440,0.548,0.830,0.913,1.216,1.216,1.915
