Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,133.800,4.699,1.159,3.030,4.473,6.008,7.492,8.354,11.048,17.634,0.213
5,177.000,3.600,1.366,2.487,3.217,4.677,5.635,6.073,7.539,10.889,0.278
10,161.600,4.091,1.167,2.323,3.095,4.638,6.439,7.142,8.019,346.465,0.244
15,150.200,4.333,1.416,3.074,4.236,5.527,6.484,6.920,7.569,8.898,0.231
20,154.600,4.275,1.448,3.085,4.158,5.475,6.204,6.887,8.049,9.156,0.234
25,156.200,4.222,1.417,2.913,4.187,5.393,6.266,6.951,7.948,9.764,0.237
30,141.600,4.681,1.243,3.565,4.648,5.747,6.708,7.216,8.022,9.983,0.214
35,157.200,4.143,1.202,2.907,3.966,5.401,6.328,6.977,7.531,14.249,0.241
40,153.200,4.276,1.025,2.774,4.188,5.600,6.594,7.075,8.192,20.579,0.234
45,174.600,3.696,1.136,2.370,3.226,4.895,6.206,6.719,7.509,9.900,0.271
50,211.800,3.066,0.914,2.202,2.794,3.596,4.890,5.549,6.925,8.968,0.326
55,172.000,3.609,0.977,2.359,3.122,4.660,5.984,6.625,7.860,15.977,0.277
