Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,257,257.000,947,1549,2634,3872,5039,8081,9530,17935,25402
1,282,282.000,501,1636,2386,3530,5141,7231,7720,15177,16785
2,460,460.000,420,884,1790,2184,2976,3736,5942,7698,12684
3,364,364.000,419,1317,1735,2712,3883,5707,6316,11793,14247
4,373,373.000,349,1099,1886,2674,3387,5679,6330,13285,18154
5,506,506.000,348,784,1668,1966,2645,3524,5214,6526,13560
6,500,500.000,358,756,1606,1993,2561,3302,5720,7583,13750
7,566,566.000,298,724,1489,1759,2464,3052,4536,6175,14651
8,560,560.000,322,695,1487,1779,2426,3049,5468,7222,13200
9,413,413.000,332,887,1780,2409,2975,5307,6163,7545,13500
10,464,464.000,331,761,1616,2153,2639,5179,5887,11022,18175
11,422,422.000,320,773,1570,2358,2981,5325,6231,12711,14312
12,405,405.000,314,807,1644,2458,3117,5633,6245,12574,13357
13,555,555.000,309,686,1559,1795,2431,3084,5388,5795,12681
14,452,452.000,303,721,1378,2184,2918,5196,5735,12212,21698
15,368,368.000,297,1193,1766,2710,3971,5600,6006,11242,11542
16,331,331.000,342,1277,1685,3007,4367,5831,6741,11712,14489
17,331,331.000,346,1232,2180,3017,4456,5644,6416,12304,12888
18,447,447.000,287,770,1421,2229,3036,5101,5767,10546,16380
19,609,609.000,301,700,1136,1638,2348,2990,3436,5636,6364
20,541,541.000,284,713,1477,1843,2527,3219,5347,6000,11868
21,435,435.000,300,777,1654,2312,2916,5134,5959,11209,12826
22,570,570.000,300,708,1397,1733,2463,3074,4794,5795,6865
23,444,444.000,286,855,1461,2249,3067,4848,5712,9624,12401
24,437,437.000,290,746,1516,2279,2814,5192,5742,11272,13030
25,512,512.000,266,711,1388,1949,2710,3975,5422,6393,11881
26,464,464.000,292,721,1544,2146,2871,4815,5647,10447,12002
27,450,450.000,293,718,1628,2217,2627,5410,6144,12108,13450
28,451,451.000,257,765,1567,2209,2865,4985,5705,11190,13119
29,539,539.000,295,714,1581,1850,2538,3200,5224,6443,14255
30,497,497.000,292,725,1611,2012,2565,4200,5579,8303,12051
31,390,390.000,279,844,1636,2557,3272,5786,6690,12105,16911
32,490,490.000,278,755,1592,2029,2735,3899,5618,10229,12173
33,535,535.000,288,720,1596,1856,2557,3232,5724,6378,7928
34,568,568.000,287,711,1567,1753,2452,3085,4883,5927,6767
35,499,499.000,276,734,1555,1998,2690,3941,5650,8969,11572
36,334,334.000,364,1251,1968,2984,4576,6093,7637,11396,13826
37,504,504.000,270,668,1497,1982,2575,4484,5738,7646,15075
38,533,533.000,265,675,1445,1868,2482,3413,5343,7462,13621
39,483,483.000,264,709,1568,2073,2645,4724,5710,12491,13557
40,599,599.000,266,697,1205,1657,2334,3057,3374,5837,11423
41,444,444.000,279,723,1705,2248,2872,5103,5908,11186,12038
42,581,581.000,243,671,1511,1716,2368,2974,4862,5879,11703
43,584,584.000,267,695,1498,1707,2477,3095,3358,5787,5910
44,545,545.000,279,705,1447,1826,2526,3396,5325,6210,10681
45,564,564.000,257,692,1365,1775,2514,3160,5284,6447,11786
46,531,531.000,297,718,1441,1869,2499,3222,5504,6972,12529
47,582,582.000,274,672,1454,1714,2356,3135,4264,5936,11196
48,477,477.000,267,766,1525,2089,2585,4741,5706,8437,13263
49,402,402.000,288,1059,1806,2483,3467,4922,5631,11374,11935
50,302,302.000,316,1256,2473,3305,4992,6095,7959,11538,16146
51,395,395.000,274,957,1782,2532,3374,5334,6565,13677,16682
52,508,508.000,283,774,1286,1963,2820,3673,5784,6725,15775
53,518,518.000,285,707,1584,1918,2604,3986,5309,6031,10318
54,578,578.000,277,674,1370,1725,2359,3107,5253,6407,12953
55,572,572.000,269,696,1252,1743,2435,3187,5287,6175,11416
56,467,467.000,273,722,1527,2140,2687,5219,5630,10761,12731
57,582,582.000,279,665,1448,1715,2415,2963,4890,5642,15432
58,510,510.000,251,698,1515,1949,2467,4704,5601,7791,11501
59,506,506.000,265,686,1448,1966,2542,4741,5319,6842,16360
