Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,166.000,1.285,0.651,0.782,0.896,1.539,2.055,2.640,4.433,33.123,0.778
5,148.200,1.211,0.607,0.736,1.275,1.523,1.674,1.788,2.174,10.438,0.826
10,194.000,0.949,0.603,0.707,0.779,1.030,1.497,1.625,1.957,11.498,1.054
15,193.000,0.944,0.571,0.691,0.752,1.233,1.524,1.593,1.819,7.177,1.060
20,184.400,0.945,0.579,0.679,0.740,1.280,1.517,1.609,1.782,2.498,1.058
25,181.600,0.955,0.578,0.682,0.744,1.287,1.538,1.646,1.887,7.151,1.048
30,163.000,1.020,0.590,0.720,0.848,1.322,1.560,1.661,1.849,2.991,0.980
35,142.800,1.283,0.584,0.783,1.369,1.546,1.731,1.844,2.222,6.523,0.780
40,179.000,0.927,0.574,0.675,0.745,1.132,1.401,1.556,1.847,14.812,1.079
45,149.200,1.106,0.579,0.702,1.031,1.416,1.572,1.738,2.710,5.649,0.904
50,199.600,0.923,0.596,0.704,0.781,1.066,1.381,1.585,1.797,2.367,1.084
55,186.600,0.981,0.590,0.692,0.763,1.346,1.540,1.613,1.805,1.976,1.019
