Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.200,1.186,0.351,0.552,0.932,1.543,2.303,3.055,5.165,5.165,0.843
5,14.000,0.611,0.344,0.395,0.552,0.793,0.940,1.063,1.788,1.788,1.636
10,19.400,0.507,0.284,0.343,0.381,0.481,0.701,0.784,4.361,4.361,1.971
15,13.800,0.590,0.277,0.355,0.438,0.742,0.825,1.038,2.961,2.961,1.696
20,16.200,0.595,0.306,0.385,0.617,0.750,0.801,0.872,1.214,1.214,1.681
25,15.400,0.487,0.257,0.339,0.392,0.597,0.777,0.825,1.787,1.787,2.053
30,14.800,0.623,0.309,0.361,0.599,0.708,0.871,1.003,2.902,2.902,1.606
35,15.200,0.536,0.277,0.333,0.590,0.714,0.786,0.807,0.894,0.894,1.865
40,15.200,0.573,0.257,0.375,0.600,0.709,0.800,0.830,1.100,1.100,1.746
45,16.600,0.525,0.253,0.321,0.375,0.615,0.733,0.816,4.769,4.769,1.904
50,18.000,0.513,0.286,0.333,0.449,0.617,0.793,0.839,2.265,2.265,1.951
55,14.400,0.711,0.261,0.364,0.621,0.764,0.830,0.898,9.838,9.838,1.406
