Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,265,265.000,952,1769,2795,3750,4895,6948,7989,21080,25866
1,352,352.000,649,1136,1910,2833,3612,5975,7475,15206,19507
2,386,386.000,396,1053,1736,2580,3233,5162,6611,12877,20383
3,378,378.000,370,1219,1844,2647,3563,5513,6213,11598,14314
4,349,349.000,388,1283,2101,2838,3894,5730,6287,12444,14762
5,435,435.000,345,811,1607,2287,2926,5534,6050,10605,12016
6,370,370.000,358,1155,1915,2717,3966,5346,6034,13186,14242
7,394,394.000,349,823,1788,2505,3113,5392,6176,13545,14318
8,523,523.000,300,742,1500,1906,2625,3525,5227,6709,13264
9,486,486.000,338,764,1719,2056,2614,3656,5845,8427,12701
10,377,377.000,345,797,1698,2635,3413,5937,7053,11876,14460
11,511,511.000,303,751,1579,1949,2611,3212,5484,8728,16062
12,441,441.000,322,775,1823,2258,2818,5499,6001,9629,15182
13,517,517.000,300,765,1407,1904,2621,3333,5296,6960,14179
14,500,500.000,290,787,1731,1997,2717,3449,5702,8797,12374
15,327,327.000,312,1304,1925,3037,4435,6033,6600,12713,13396
16,397,397.000,315,1042,1643,2503,3617,5657,5973,8596,13068
17,481,481.000,330,708,1530,2074,2597,4896,5843,11727,15415
18,597,597.000,278,720,1110,1671,2326,3099,3672,5921,6421
19,448,448.000,333,735,1477,2222,2952,5141,5886,10835,13436
20,451,451.000,299,756,1475,2215,2818,5278,5935,11531,15049
21,448,448.000,303,745,1627,2223,2983,5032,5714,8382,17325
22,498,498.000,315,733,1502,2003,2579,3831,5680,10980,21519
23,583,583.000,299,736,1091,1710,2453,3156,3585,5975,6789
24,430,430.000,279,760,1493,2318,2916,5464,5909,11349,13146
25,534,534.000,255,689,1491,1868,2509,3805,5539,6283,10793
26,609,609.000,277,676,1256,1636,2395,2952,3194,5705,6060
27,485,485.000,303,711,1332,2060,2740,4812,5685,10904,11070
28,620,620.000,264,686,1224,1604,2285,2944,3168,5717,8549
29,417,417.000,301,945,1378,2391,2965,5675,6346,11267,17616
30,539,539.000,286,710,1493,1851,2533,3739,5313,6492,13382
31,545,545.000,304,710,1539,1829,2560,3193,4997,6585,16460
32,370,370.000,288,1165,1819,2706,3870,5797,6328,12580,17216
33,401,401.000,303,1186,1602,2479,3511,5308,5811,10577,13001
34,631,631.000,278,675,1221,1582,2287,2896,3146,5711,5933
35,589,589.000,291,673,1533,1691,2463,2977,3281,5893,6401
36,475,475.000,287,717,1594,2101,2833,4565,5757,11292,12355
37,513,513.000,296,710,1583,1941,2583,3690,5613,7263,12080
38,558,558.000,281,665,1411,1786,2398,3042,5340,7161,13604
39,483,483.000,279,799,1393,2070,2788,4620,5513,8796,11994
40,333,333.000,337,1248,1674,3006,4294,5899,7062,11839,13812
41,542,542.000,257,709,1308,1830,2535,3264,5376,6861,11093
42,547,547.000,270,698,1442,1826,2510,3290,5071,6439,11741
43,584,584.000,259,716,1142,1703,2447,3086,3542,6089,12541
44,556,556.000,292,702,1589,1793,2537,3190,4992,6076,11201
45,547,547.000,263,722,1515,1830,2523,3311,5404,5959,6650
46,511,511.000,258,721,1603,1945,2636,3316,5548,6186,11976
47,557,557.000,280,712,1285,1789,2550,3137,4868,6111,14662
48,491,491.000,307,707,1448,2030,2715,4063,5573,12079,14879
49,597,597.000,263,665,1384,1669,2397,2992,4575,5851,12523
50,603,603.000,287,649,1150,1665,2384,3063,5179,6612,11103
51,400,400.000,321,866,1761,2484,3135,5649,6774,10713,19279
52,513,513.000,314,790,1581,1949,2721,3432,5742,6605,8867
53,559,559.000,297,755,1379,1773,2512,3156,3759,6222,10804
54,587,587.000,298,717,1257,1702,2428,3060,3810,6063,6748
55,603,603.000,253,703,1259,1649,2376,2959,3251,5654,5916
56,583,583.000,293,705,1361,1712,2414,3095,5250,5708,6271
57,561,561.000,263,693,1562,1776,2473,3105,5358,6028,7845
58,534,534.000,297,681,1320,1881,2614,3440,5460,6413,15505
59,515,515.000,289,718,1533,1918,2633,3362,5490,6715,13107
