Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,151.000,3.946,1.311,2.501,3.339,5.045,6.621,7.722,10.458,25.770,0.253
5,214.400,2.890,1.018,2.021,2.611,3.164,4.699,5.782,7.447,11.802,0.346
10,215.400,2.977,1.054,2.053,2.645,3.223,4.855,5.892,7.504,14.665,0.336
15,232.000,2.677,1.071,2.017,2.473,2.948,3.541,4.781,7.312,13.411,0.373
20,259.800,2.489,1.127,1.925,2.416,2.849,3.139,3.472,6.054,15.735,0.402
25,215.000,2.889,1.263,2.033,2.579,3.163,4.548,5.759,7.044,12.365,0.346
30,263.800,2.462,1.082,1.974,2.429,2.835,3.144,3.291,4.700,17.689,0.406
35,263.200,2.458,1.129,1.978,2.416,2.861,3.153,3.304,4.970,8.383,0.407
40,248.200,2.524,1.208,1.959,2.427,2.913,3.223,3.757,5.922,7.428,0.396
45,244.600,2.594,0.979,1.907,2.388,2.890,3.389,4.790,6.942,12.424,0.386
50,235.600,2.714,0.938,1.995,2.497,3.026,3.664,5.005,7.343,18.830,0.368
55,218.000,2.938,1.090,2.036,2.607,3.179,5.013,5.902,7.399,25.184,0.340
