Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,182.800,3.474,1.408,2.363,3.034,3.928,5.628,6.896,9.931,19.111,0.288
5,181.800,3.588,1.471,2.273,3.028,4.804,6.176,6.908,7.811,10.651,0.279
10,132.200,4.815,1.479,3.600,4.734,5.801,6.767,7.408,8.154,22.789,0.208
15,132.600,4.702,1.271,3.370,4.544,5.965,6.859,7.498,9.687,13.945,0.213
20,167.600,3.769,1.467,2.400,3.299,4.902,6.293,6.895,7.608,16.219,0.265
25,142.800,4.405,1.459,3.016,4.349,5.580,6.869,7.395,8.060,9.456,0.227
30,192.200,3.410,0.961,2.165,2.838,4.253,6.236,6.803,8.039,11.202,0.293
35,174.600,3.777,1.333,2.272,3.100,5.077,6.563,7.358,9.032,15.541,0.265
40,208.200,3.074,1.055,2.081,2.631,3.298,5.419,6.286,7.718,8.747,0.325
45,174.400,3.923,1.386,2.464,3.511,5.323,6.504,7.018,7.684,10.339,0.255
50,219.600,3.016,1.395,2.073,2.661,3.246,5.198,6.099,8.171,9.721,0.332
55,165.000,4.034,1.202,2.615,3.694,5.223,6.274,7.039,9.279,22.154,0.248
