Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,210,210.000,988,2050,3324,4732,6386,8743,11522,18110,33123
1,265,265.000,607,1641,2125,3754,5106,7544,9604,15792,16238
2,437,437.000,413,906,1833,2306,3061,3898,5740,10429,19319
3,492,492.000,420,840,1675,2000,2737,3376,5256,6304,12119
4,517,517.000,364,781,1568,1937,2675,3263,5679,6742,13406
5,403,403.000,346,851,1708,2458,2961,5517,6118,12285,14229
6,304,304.000,367,1402,1886,3279,4802,6683,7503,13829,16221
7,275,275.000,628,1462,2119,3660,5374,6911,11120,13578,14776
8,352,352.000,353,1256,1830,2804,3906,5834,6731,13070,14304
9,439,439.000,358,734,1692,2271,2730,5409,6067,11029,13077
10,507,507.000,330,766,1646,1966,2725,3422,5231,6501,12590
11,578,578.000,297,743,1235,1718,2419,3076,3622,6032,7826
12,476,476.000,281,758,1543,2092,2816,4585,5739,7498,17017
13,332,332.000,300,1289,1851,2980,4136,5898,7385,12702,14488
14,372,372.000,316,1077,1684,2675,3492,5838,6803,12850,13837
15,476,476.000,324,731,1547,2099,2654,4620,5917,7902,12683
16,312,312.000,330,1391,2069,3164,4506,6089,7146,13276,14401
17,550,550.000,273,718,1448,1812,2426,3189,5366,6933,15260
18,370,370.000,347,913,1676,2699,3852,5892,6604,12752,19697
19,550,550.000,320,715,1426,1810,2482,3236,5507,6888,13600
20,558,558.000,319,721,1628,1791,2394,3097,5479,6045,7096
21,569,569.000,289,687,1493,1747,2358,3074,4498,6471,12362
22,467,467.000,293,723,1618,2145,2690,4937,5632,7161,14311
23,284,284.000,359,1351,2867,3501,5276,6594,8449,13387,13926
24,355,355.000,319,1257,1761,2815,3904,5706,6534,11500,14250
25,349,349.000,297,1302,1739,2857,4200,6370,6873,12410,14599
26,426,426.000,291,753,1600,2343,3036,5494,6115,11273,13220
27,372,372.000,318,938,1866,2679,3596,5726,6509,13104,14467
28,456,456.000,301,710,1611,2186,2712,4763,6076,13358,15712
29,543,543.000,284,729,1429,1839,2489,3236,5212,6995,17428
30,542,542.000,276,763,1525,1835,2607,3205,3509,6226,24353
31,383,383.000,297,904,1785,2610,3687,5597,6350,11650,13559
32,317,317.000,423,1333,2590,3159,4204,5803,7283,12818,15989
33,403,403.000,319,849,1716,2462,2950,5568,6725,12722,13554
34,349,349.000,313,1234,1827,2867,4399,6070,6696,12375,13652
35,477,477.000,274,713,1425,2088,2798,4775,5491,11379,12215
36,250,250.000,721,1480,1912,3990,5583,8596,12268,14812,15041
37,268,268.000,599,1424,1848,3715,5274,7559,9270,14887,29646
38,258,258.000,628,1530,3737,3877,5665,6811,7709,13267,13567
39,353,353.000,322,1112,1725,2819,4115,5941,7311,12942,24779
40,500,500.000,304,690,1495,1995,2626,4506,5856,8671,12046
41,565,565.000,310,718,1545,1763,2560,3064,3626,5936,6729
42,349,349.000,294,1010,2034,2871,4064,5615,8238,12627,20364
43,398,398.000,311,915,1647,2497,3714,5008,5974,9497,13288
44,321,321.000,326,1302,1985,3114,4459,6093,7464,13394,14812
45,365,365.000,346,1037,1900,2732,3949,5670,6742,11902,16746
46,342,342.000,296,871,1840,2935,4063,6138,7984,13770,21168
47,326,326.000,295,1243,1910,3050,4429,6172,7333,12110,15002
48,364,364.000,303,1197,1627,2731,3976,5876,6724,11464,12404
49,437,437.000,292,707,1591,2295,3005,5402,6245,10801,13518
50,435,435.000,269,718,1595,2281,2837,5569,6571,11628,15739
51,379,379.000,301,1013,1647,2632,3753,5221,6384,11370,17134
52,485,485.000,309,795,1600,2052,2950,3800,5677,6686,11410
53,489,489.000,262,752,1376,2046,2663,4111,5750,11208,20932
54,429,429.000,316,752,1569,2321,3045,5380,6229,11188,13163
55,418,418.000,301,765,1678,2380,3036,5369,6080,11090,13074
56,435,435.000,286,823,1643,2293,3026,5095,5752,7562,11950
57,406,406.000,283,1153,1623,2460,3074,5413,6182,12079,13599
58,600,600.000,254,714,1391,1663,2397,2964,4123,5793,7037
59,359,359.000,317,1364,1824,2768,3466,5915,6934,13269,13933
