Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,16.200,1.390,0.862,1.184,1.306,1.438,1.781,2.046,3.048,3.048,0.719
5,19.800,1.280,0.796,1.115,1.222,1.408,1.657,1.818,2.125,2.125,0.781
10,25.200,1.244,0.658,1.079,1.213,1.339,1.518,1.708,2.455,2.556,0.804
15,19.200,1.284,0.857,1.094,1.253,1.381,1.477,1.641,5.565,5.565,0.779
20,23.600,1.196,0.784,1.078,1.196,1.296,1.424,1.535,1.663,1.715,0.836
25,21.600,1.422,0.814,1.106,1.236,1.341,1.532,1.785,2.364,19.384,0.703
30,24.800,1.230,0.794,1.075,1.179,1.311,1.503,1.703,2.039,2.875,0.813
35,21.800,1.254,0.832,1.078,1.227,1.370,1.548,1.705,1.927,2.518,0.797
40,16.600,1.321,0.848,1.120,1.272,1.431,1.660,1.955,2.570,2.570,0.757
45,21.400,1.226,0.739,1.085,1.217,1.350,1.504,1.602,1.734,1.847,0.816
50,23.400,1.184,0.827,1.063,1.134,1.274,1.421,1.548,1.908,1.985,0.844
55,23.800,1.181,0.735,1.044,1.163,1.247,1.402,1.618,1.759,2.333,0.847
