Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,279,279.000,862,1490,2552,3549,4195,7425,8519,18794,23999
1,452,452.000,474,929,1774,2196,3055,3771,6745,7342,8308
2,334,334.000,382,1382,1942,2987,4400,6185,7098,11502,14784
3,438,438.000,319,804,1688,2277,2931,5101,6373,10926,11764
4,311,311.000,360,1373,1953,3202,4540,6362,7609,13048,17757
5,473,473.000,358,772,1651,2111,2812,4323,5997,7764,14222
6,577,577.000,333,742,1379,1721,2471,3102,3386,6041,10541
7,499,499.000,339,751,1565,1997,2623,3380,5738,9892,14013
8,545,545.000,325,703,1275,1828,2436,3169,5620,6998,12823
9,406,406.000,311,819,1667,2473,3115,5459,6601,11691,13666
10,495,495.000,323,733,1554,2002,2727,4237,5738,7242,17218
11,525,525.000,300,763,1538,1916,2574,3293,5554,7443,15376
12,509,509.000,326,727,1539,1920,2494,3149,5418,8644,15181
13,533,533.000,312,687,1562,1872,2533,3163,5521,7022,14947
14,619,619.000,278,669,961,1607,2389,2949,3275,5684,7649
15,618,618.000,310,677,1149,1604,2272,2901,3189,5830,11422
16,562,562.000,285,689,1400,1781,2515,3051,5430,5807,12622
17,540,540.000,295,692,1544,1840,2499,3083,5385,6632,14608
18,587,587.000,305,683,1559,1695,2357,2942,3262,6006,13196
19,602,602.000,299,671,1476,1660,2348,3036,3309,5669,7368
20,603,603.000,292,670,1387,1652,2428,2995,3240,5695,5778
21,501,501.000,307,695,1489,1987,2630,4164,5478,10926,11424
22,584,584.000,299,692,1502,1709,2434,2997,3971,5732,6138
23,497,497.000,296,696,1534,2006,2600,4380,5628,7385,13704
24,447,447.000,313,766,1403,2236,2941,5225,5796,11199,12802
25,518,518.000,291,684,1565,1923,2572,3640,5509,9104,12566
26,543,543.000,304,691,1500,1833,2506,3107,5623,6859,13014
27,603,603.000,295,691,1125,1653,2396,2964,3245,5910,14993
28,571,571.000,273,719,1600,1746,2516,3078,3310,5911,6393
29,557,557.000,287,727,1570,1793,2477,3192,4812,6126,11397
30,594,594.000,290,709,1514,1675,2514,3049,3201,5712,5949
31,472,472.000,288,726,1677,2115,2698,4529,5607,10391,24277
32,594,594.000,305,703,1008,1679,2424,3071,3750,6036,9414
33,531,531.000,268,716,1573,1879,2563,3233,5513,7002,12799
34,526,526.000,298,729,1493,1892,2563,3340,5390,6390,12168
35,559,559.000,260,704,1245,1785,2527,3225,5504,6973,10358
36,542,542.000,292,697,1404,1837,2530,3238,5391,6101,11387
37,554,554.000,283,693,1253,1803,2437,3273,5355,6256,11424
38,514,514.000,291,706,1464,1939,2665,4056,5591,6317,11844
39,545,545.000,271,714,1513,1832,2592,3228,5437,6107,12729
40,528,528.000,297,726,1436,1886,2561,3286,5606,6398,13314
41,512,512.000,290,709,1597,1945,2596,3894,5714,6728,12466
42,470,470.000,286,727,1520,2120,2903,4687,5635,7401,12170
43,570,570.000,250,675,1472,1750,2411,3108,4785,6324,11858
44,577,577.000,266,673,1501,1729,2447,3063,5381,5943,11579
45,593,593.000,279,699,1246,1686,2456,3022,3440,5759,6647
46,509,509.000,296,732,1714,1950,2542,3505,5567,6864,11598
47,560,560.000,260,712,1497,1781,2576,3102,5555,5848,6384
48,613,613.000,287,706,1251,1626,2226,2974,3251,5729,6423
49,604,604.000,293,684,1215,1650,2419,3020,3328,5791,7407
50,529,529.000,277,712,1454,1890,2618,3266,5446,5996,11495
51,435,435.000,255,810,1773,2290,3060,5238,5977,7722,10313
52,278,278.000,430,1543,2011,3598,4945,7991,9149,15255,15518
53,464,464.000,319,851,1637,2139,2982,4085,5483,9907,14408
54,566,566.000,264,783,1119,1760,2581,3318,3721,6376,6973
55,545,545.000,302,741,1643,1830,2567,3099,4371,5754,12127
56,566,566.000,281,699,1529,1760,2467,3049,4919,5879,13717
57,601,601.000,242,678,1260,1658,2330,3004,3214,5620,10976
58,559,559.000,280,690,1231,1786,2435,3353,5491,6849,12123
59,556,556.000,276,712,1559,1787,2502,3178,5259,5813,11075
