Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.600,1.385,0.741,1.112,1.317,1.579,1.898,2.044,2.820,2.820,0.722
5,15.400,1.400,0.854,1.201,1.356,1.574,1.873,2.006,2.214,2.214,0.714
10,17.400,1.319,0.767,1.106,1.254,1.433,1.593,2.107,2.750,2.750,0.758
15,22.200,1.276,0.804,1.088,1.198,1.370,1.586,2.007,2.289,3.211,0.784
20,16.400,1.270,0.887,1.108,1.275,1.378,1.470,1.508,2.689,2.689,0.788
25,19.600,1.269,0.831,1.060,1.193,1.380,1.623,2.151,3.049,3.049,0.788
30,21.600,1.258,0.835,1.092,1.245,1.386,1.569,1.637,2.212,2.260,0.795
35,23.200,1.202,0.737,1.089,1.188,1.309,1.407,1.559,1.647,1.925,0.832
40,21.600,1.229,0.790,1.114,1.230,1.340,1.460,1.537,1.712,2.088,0.814
45,17.200,1.331,0.860,1.173,1.275,1.486,1.674,1.818,1.929,1.929,0.751
50,20.800,1.199,0.853,1.053,1.160,1.293,1.454,1.595,1.973,2.169,0.834
55,22.000,1.239,0.833,1.109,1.216,1.312,1.465,1.580,1.864,2.779,0.807
