Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,145.800,1.308,0.635,0.844,1.120,1.578,1.868,2.155,5.005,10.336,0.764
5,216.000,0.851,0.578,0.689,0.742,0.837,1.365,1.553,1.846,5.194,1.175
10,203.800,0.969,0.572,0.672,0.745,1.192,1.512,1.625,2.186,12.016,1.032
15,180.600,0.983,0.595,0.693,0.811,1.269,1.405,1.478,1.754,6.200,1.017
20,213.400,0.897,0.577,0.679,0.735,1.122,1.387,1.481,1.785,5.323,1.114
25,207.800,0.899,0.574,0.671,0.725,1.109,1.402,1.552,1.797,10.773,1.112
30,213.400,0.892,0.584,0.683,0.733,0.878,1.416,1.578,2.023,10.229,1.121
35,203.800,0.911,0.564,0.660,0.718,1.125,1.463,1.585,1.988,15.075,1.098
40,230.400,0.768,0.577,0.658,0.694,0.758,0.912,1.287,1.762,7.781,1.301
45,220.400,0.842,0.567,0.665,0.715,0.893,1.307,1.439,1.625,4.149,1.187
50,199.800,0.907,0.568,0.673,0.751,1.118,1.364,1.521,1.940,9.416,1.102
55,228.800,0.788,0.565,0.650,0.691,0.763,1.281,1.399,1.658,3.723,1.268
