Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,20.000,0.712,0.290,0.418,0.544,0.765,1.509,1.791,3.505,3.505,1.405
5,19.800,0.505,0.265,0.366,0.402,0.652,0.798,0.854,2.359,2.359,1.982
10,16.600,0.680,0.290,0.346,0.453,0.675,0.853,1.641,4.995,4.995,1.470
15,21.000,0.405,0.282,0.327,0.354,0.392,0.623,0.729,0.884,1.427,2.470
20,15.000,0.491,0.285,0.319,0.353,0.634,0.783,0.887,2.588,2.588,2.037
25,18.000,0.451,0.265,0.317,0.350,0.457,0.638,0.787,2.713,2.713,2.218
30,19.600,0.433,0.265,0.312,0.346,0.581,0.682,0.727,0.819,0.819,2.309
35,21.800,0.388,0.253,0.307,0.327,0.400,0.641,0.704,0.795,0.820,2.578
40,18.200,0.407,0.252,0.312,0.345,0.446,0.629,0.721,0.787,0.787,2.456
45,14.400,0.623,0.304,0.353,0.594,0.697,0.755,0.833,7.006,7.006,1.606
50,17.800,0.437,0.258,0.327,0.372,0.529,0.662,0.717,0.900,0.900,2.287
55,18.200,0.500,0.290,0.325,0.372,0.678,0.799,0.866,0.940,0.940,2.001
