Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,133.200,1.329,0.678,0.812,0.993,1.711,2.058,2.284,4.850,15.139,0.752
5,180.400,1.032,0.667,0.786,0.844,1.009,1.551,1.752,2.214,11.662,0.969
10,163.200,1.018,0.670,0.773,0.845,1.169,1.628,1.783,2.020,3.330,0.982
15,155.000,1.058,0.654,0.773,0.850,1.375,1.568,1.739,2.029,9.975,0.945
20,170.400,0.954,0.657,0.757,0.807,0.981,1.473,1.611,1.844,3.809,1.048
25,169.400,0.954,0.639,0.728,0.785,1.005,1.592,1.731,1.917,2.464,1.048
30,160.600,0.984,0.649,0.754,0.836,1.107,1.476,1.748,2.116,2.362,1.017
35,191.400,0.933,0.663,0.744,0.793,0.880,1.363,1.679,1.984,12.347,1.072
40,203.200,0.909,0.649,0.747,0.795,0.893,1.443,1.607,1.851,5.371,1.100
45,182.200,0.997,0.637,0.734,0.792,1.348,1.670,1.770,1.970,2.203,1.003
50,164.200,1.126,0.651,0.773,0.904,1.491,1.712,1.794,2.032,4.597,0.888
55,156.000,1.112,0.638,0.747,0.871,1.470,1.744,1.836,2.163,5.974,0.899
