Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,238,238.000,1140,1812,3191,4190,5280,8191,12190,17432,22863
1,362,362.000,581,1206,2248,2739,3484,5716,6707,9069,13930
2,363,363.000,516,1004,1943,2739,3340,5792,6898,15623,18216
3,329,329.000,612,1360,1898,3029,4263,6024,7077,10922,15018
4,315,315.000,416,1311,2632,3162,4315,6001,6802,12444,14380
5,404,404.000,401,944,1724,2486,3085,5351,6342,11955,15755
6,347,347.000,383,1277,1804,2849,3946,5708,6215,11883,19418
7,374,374.000,362,1141,1663,2694,3721,5915,6896,13089,28866
8,317,317.000,468,1188,1960,3116,4320,6149,7195,15510,28303
9,435,435.000,320,781,1538,2284,2826,5519,6218,11325,21312
10,603,603.000,355,707,1372,1650,2371,2915,3185,5907,6421
11,432,432.000,316,829,1565,2305,2915,5263,6386,9998,20248
12,314,314.000,362,1282,1966,3191,4343,6253,8342,13767,23626
13,433,433.000,337,822,1652,2289,2969,4913,5851,9440,11757
14,547,547.000,321,700,1458,1825,2443,3276,5510,6716,13457
15,388,388.000,332,759,1652,2568,3281,5730,7156,12384,13942
16,320,320.000,308,1303,2067,3089,4598,6062,7024,11805,13654
17,470,470.000,301,778,1542,2107,2869,4643,5642,6400,11751
18,358,358.000,313,1221,1986,2790,4069,5873,6673,12638,13755
19,434,434.000,320,786,1582,2302,2822,5411,6053,11620,17800
20,501,501.000,298,735,1598,1986,2495,3883,5757,7739,13752
21,584,584.000,283,702,1407,1708,2405,3044,3783,6105,11168
22,455,455.000,297,723,1609,2189,2652,5278,6232,8329,13712
23,337,337.000,319,1221,1941,2968,4159,5726,8057,11772,14113
24,311,311.000,308,1306,2083,3204,4615,6501,7847,13547,15766
25,347,347.000,338,1267,1680,2874,4145,5998,6815,12151,13086
26,502,502.000,305,760,1524,1992,2568,3928,5313,8356,12711
27,349,349.000,308,1283,1478,2855,4461,5761,6110,11302,13375
28,501,501.000,304,738,1574,2002,2500,3717,5601,8953,16414
29,568,568.000,293,732,1277,1750,2416,3244,5387,5877,11487
30,499,499.000,295,758,1372,1990,2646,4260,5484,10298,12478
31,491,491.000,290,713,1545,2036,2661,5267,5767,7732,15704
32,379,379.000,300,901,1742,2633,3098,6040,7018,13629,15543
33,420,420.000,310,779,1620,2382,2973,5645,6267,13254,13856
34,567,567.000,295,748,1452,1768,2499,3091,3611,6571,12863
35,406,406.000,321,782,1783,2430,2972,5546,6667,12888,14867
36,401,401.000,266,1129,1471,2485,3530,5403,5946,11672,12246
37,531,531.000,294,723,1482,1880,2568,3294,5666,7271,13222
38,398,398.000,272,873,1703,2510,3174,5633,7161,10085,14586
39,390,390.000,346,1018,1469,2550,3782,5290,6066,10961,12955
40,335,335.000,328,1266,1869,3003,4229,6046,6555,11746,13674
41,372,372.000,299,1166,1541,2660,3950,5670,6508,11248,11555
42,495,495.000,305,724,1601,2018,2611,3230,5716,12552,16119
43,604,604.000,283,698,1184,1648,2426,2961,3304,5813,6039
44,502,502.000,286,761,1595,1990,2637,3556,5667,9046,13599
45,366,366.000,316,1234,1784,2720,3789,5626,6101,11535,12241
46,329,329.000,543,1278,1614,3033,4445,5886,6163,11463,12090
47,293,293.000,538,1287,2898,3408,4898,6013,11006,12467,13015
48,305,305.000,507,1291,1838,3274,4816,6398,8356,13461,15153
49,341,341.000,354,1247,1718,2928,4311,6055,6703,11491,12476
50,419,419.000,324,794,1807,2380,2885,5307,6274,12995,17229
51,460,460.000,317,877,1448,2167,3018,4600,5779,6819,10045
52,529,529.000,309,775,1637,1891,2698,3379,5887,6606,6707
53,547,547.000,290,731,1406,1821,2592,3228,5392,6556,9611
54,417,417.000,282,722,1537,2387,2929,5514,6837,11275,14565
55,439,439.000,291,716,1717,2265,2843,5338,6182,10281,13022
56,547,547.000,288,686,1573,1826,2538,3099,5345,6985,7919
57,391,391.000,284,779,1812,2556,3145,5734,6996,13250,13508
58,544,544.000,245,740,1507,1832,2524,3191,4757,6959,12737
59,597,597.000,307,708,1188,1661,2470,3069,3356,5709,6071
