Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,274,274.000,880,1559,2517,3617,4134,7470,9174,15331,30805
1,393,393.000,500,1006,1760,2532,3340,5243,7070,8446,14536
2,453,453.000,363,884,1605,2209,2890,4372,6100,10077,11792
3,375,375.000,379,860,1824,2642,3095,5912,7291,14410,17322
4,528,528.000,338,755,1561,1886,2562,3244,5653,6746,12354
5,505,505.000,297,769,1596,1972,2528,3482,5570,7124,12886
6,497,497.000,335,780,1621,2004,2655,3416,5697,8902,13427
7,477,477.000,319,803,1556,2089,2775,4583,5735,6559,12902
8,389,389.000,341,932,1599,2563,3403,5292,6411,12569,15938
9,349,349.000,381,1047,1779,2859,3816,6360,7456,13582,15303
10,446,446.000,322,807,1709,2233,2831,4665,5717,11238,15731
11,430,430.000,322,766,1624,2312,2872,5598,6429,9148,13391
12,472,472.000,341,752,1626,2107,2679,4472,5582,11361,17100
13,554,554.000,339,699,1461,1797,2452,3058,5518,7384,14464
14,474,474.000,303,725,1547,2092,2648,4838,5880,11719,13832
15,511,511.000,309,756,1525,1951,2531,3657,5555,7088,13301
16,437,437.000,259,835,1494,2253,2890,5086,5913,11289,11518
17,437,437.000,311,785,1629,2290,2839,5367,6012,7762,13320
18,450,450.000,299,776,1581,2204,2870,5429,6206,8324,14088
19,441,441.000,304,755,1579,2259,2762,4907,6425,11869,13822
20,494,494.000,323,720,1617,2019,2674,4163,5433,6275,11323
21,419,419.000,266,773,1754,2391,2949,5587,6283,11500,12373
22,586,586.000,313,719,1396,1694,2541,3090,3298,5863,6275
23,414,414.000,332,786,1906,2410,3048,5481,6686,12614,13394
24,490,490.000,327,768,1717,2037,2670,4120,5560,7739,13647
25,507,507.000,297,726,1502,1964,2593,3433,5534,11509,13489
26,613,613.000,267,677,1196,1634,2284,3034,3467,5837,6216
27,611,611.000,287,685,1103,1623,2315,2956,3319,6016,7635
28,419,419.000,326,869,1826,2379,3069,5412,6264,8674,16237
29,451,451.000,324,761,1590,2212,2824,4834,5946,11547,15591
30,408,408.000,321,806,1846,2439,3094,5651,6100,11323,15130
31,538,538.000,291,737,1476,1869,2507,3257,5625,6779,13419
32,344,344.000,394,1188,2018,2888,3951,5901,7474,11481,12738
33,383,383.000,307,1181,1736,2595,3397,5702,6284,12660,16659
34,409,409.000,296,840,1715,2439,3345,5583,6182,11423,12579
35,549,549.000,256,710,1219,1816,2537,3418,5294,7504,13062
36,482,482.000,262,708,1554,2073,2753,4799,5591,7222,11946
37,326,326.000,293,1271,1940,3069,4563,6010,7306,12695,13768
38,341,341.000,303,751,1818,2915,4216,6639,7552,13098,15392
39,610,610.000,284,680,1457,1632,2402,2963,3243,5558,5812
40,546,546.000,286,670,1602,1824,2434,3137,5327,7249,13396
41,475,475.000,279,677,1515,2106,2776,5189,5764,11435,13464
42,422,422.000,318,848,1670,2358,3145,5184,5773,10753,12037
43,370,370.000,304,1264,1560,2694,4113,5605,5997,11826,12713
44,477,477.000,292,740,1408,2090,2793,4757,5720,11283,12416
45,433,433.000,321,733,1677,2305,2856,5332,6012,12467,13221
46,556,556.000,287,716,1478,1796,2583,3180,4912,6161,11596
47,515,515.000,289,719,1554,1933,2634,3244,5531,8366,15435
48,488,488.000,317,761,1659,2049,2663,4434,5713,7484,13870
49,531,531.000,299,731,1635,1872,2543,3153,5327,6059,11884
50,527,527.000,283,700,1220,1898,2467,3857,5438,11171,18946
51,350,350.000,337,853,1759,2852,4008,6343,7482,13666,17387
52,363,363.000,371,1007,1746,2732,3800,5773,6961,12585,20424
53,364,364.000,449,1111,2074,2749,4192,5189,5615,9789,11585
54,587,587.000,285,686,1136,1693,2478,3052,5264,6007,6912
55,593,593.000,290,682,1514,1679,2405,2977,3316,5801,11278
56,463,463.000,286,696,1471,2158,2860,5256,5862,12416,13441
57,425,425.000,301,1101,1530,2365,3175,5196,5944,7035,12750
58,435,435.000,249,876,1492,2273,3055,4991,5900,11092,12015
59,596,596.000,278,677,1453,1670,2428,2982,4938,5735,7657
