Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,204.600,0.982,0.615,0.752,0.866,1.031,1.319,1.551,3.171,14.023,1.019
5,167.000,1.064,0.594,0.705,0.968,1.318,1.510,1.658,2.073,7.929,0.940
10,150.800,1.158,0.585,0.724,1.225,1.472,1.636,1.767,2.022,7.701,0.863
15,132.600,1.347,0.614,1.197,1.316,1.491,1.633,1.772,2.535,14.085,0.742
20,151.200,1.083,0.628,0.736,0.922,1.360,1.572,1.790,2.184,3.762,0.923
25,166.400,1.170,0.589,0.735,1.265,1.440,1.579,1.685,1.880,2.574,0.854
30,166.200,1.102,0.597,0.713,1.015,1.449,1.597,1.710,1.863,7.799,0.908
35,173.400,0.955,0.591,0.668,0.757,1.246,1.400,1.532,1.799,4.916,1.047
40,158.600,1.120,0.577,0.725,1.217,1.376,1.526,1.600,1.822,2.152,0.893
45,154.200,1.164,0.592,0.793,1.230,1.340,1.493,1.602,1.817,9.566,0.859
50,211.800,0.875,0.577,0.679,0.747,0.991,1.356,1.498,1.707,1.995,1.142
55,205.000,0.878,0.579,0.655,0.706,1.023,1.498,1.586,1.790,2.324,1.139
