Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,173.200,1.176,0.619,0.809,0.966,1.432,1.700,1.957,2.876,18.373,0.850
5,136.800,1.249,0.610,0.925,1.290,1.472,1.665,1.789,2.586,5.821,0.801
10,191.200,0.943,0.579,0.689,0.764,1.074,1.496,1.646,2.208,7.102,1.060
15,185.800,1.024,0.590,0.699,0.788,1.347,1.566,1.654,1.919,17.222,0.976
20,168.200,1.073,0.594,0.705,0.832,1.446,1.625,1.756,2.125,2.672,0.932
25,158.000,1.195,0.569,0.757,1.264,1.492,1.632,1.754,2.215,5.232,0.837
30,181.800,0.986,0.564,0.698,0.773,1.243,1.479,1.613,1.998,14.920,1.015
35,184.400,0.996,0.589,0.704,0.791,1.291,1.518,1.609,1.839,4.668,1.004
40,137.400,1.220,0.577,0.752,1.316,1.528,1.701,1.801,2.118,5.061,0.820
45,158.400,1.158,0.577,0.714,1.227,1.445,1.629,1.768,2.081,4.790,0.864
50,178.800,0.984,0.604,0.737,0.834,1.180,1.502,1.602,1.974,5.586,1.017
55,163.800,1.053,0.599,0.708,0.890,1.354,1.563,1.637,1.967,5.353,0.950
