Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.000,1.466,1.043,1.261,1.368,1.572,1.895,2.016,2.963,2.963,0.682
5,13.000,1.533,1.016,1.293,1.468,1.627,1.939,2.044,5.592,5.592,0.653
10,14.200,1.449,0.920,1.243,1.379,1.502,1.692,1.879,5.541,5.541,0.690
15,15.200,1.515,0.881,1.222,1.503,1.703,2.018,2.179,2.835,2.835,0.660
20,22.400,1.254,0.864,1.042,1.170,1.394,1.701,1.789,2.093,2.598,0.797
25,15.200,1.386,0.919,1.187,1.325,1.552,1.863,1.926,2.132,2.132,0.722
30,13.800,1.506,0.872,1.209,1.408,1.653,2.046,2.171,3.547,3.547,0.664
35,12.600,1.591,1.053,1.315,1.493,1.806,2.000,2.318,3.008,3.008,0.628
40,13.600,1.441,0.930,1.202,1.361,1.702,1.941,2.043,2.299,2.299,0.694
45,14.000,1.489,0.840,1.196,1.397,1.724,2.139,2.171,2.694,2.694,0.672
50,17.200,1.361,0.934,1.085,1.334,1.546,1.802,1.939,2.217,2.217,0.735
55,11.600,1.748,0.915,1.534,1.748,2.045,2.236,2.278,2.345,2.345,0.572
