Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,222,222.000,1094,1940,3833,4499,5685,7552,10109,19598,30007
1,342,342.000,673,1121,2152,2889,3577,6070,7298,13581,16389
2,336,336.000,467,1420,1919,2968,4140,5905,6887,12832,16531
3,541,541.000,383,812,1269,1839,2534,3253,4157,6539,11279
4,457,457.000,343,819,1446,2184,2811,4863,5999,12112,13680
5,454,454.000,317,848,1607,2189,2877,4809,5849,9345,13775
6,589,589.000,357,747,1231,1692,2363,3037,3276,5949,6275
7,349,349.000,342,1265,1658,2860,4022,5866,6779,12268,13632
8,416,416.000,333,864,1631,2392,3113,5383,6003,11070,12839
9,595,595.000,301,693,1278,1676,2434,2979,3803,5857,6249
10,436,436.000,310,755,1684,2289,2793,5230,6016,12020,14551
11,478,478.000,338,782,1461,2078,2672,4100,5623,11192,14198
12,352,352.000,339,1220,1659,2833,3984,5675,6404,11616,13303
13,575,575.000,326,735,1184,1734,2456,3150,5342,6056,6739
14,554,554.000,307,745,1627,1798,2506,3070,5438,6303,7123
15,408,408.000,316,939,1687,2440,3318,5423,6008,11409,12939
16,315,315.000,334,1283,2005,3165,4426,7004,8225,14278,17820
17,424,424.000,351,782,1735,2347,3114,5239,5922,11160,12709
18,422,422.000,308,838,1666,2373,3072,5297,5800,11077,11438
19,452,452.000,309,772,1542,2209,2866,4555,5603,11686,12421
20,399,399.000,337,807,1638,2502,3421,5612,6481,12863,13476
21,419,419.000,326,861,1500,2368,3159,5293,5982,11232,14161
22,554,554.000,320,732,1448,1803,2527,3151,4890,6297,12055
23,575,575.000,284,733,1471,1731,2528,3085,3594,5729,5901
24,556,556.000,301,728,1609,1792,2600,3109,5350,5816,6085
25,425,425.000,311,763,1573,2351,2937,5455,6152,11304,14212
26,446,446.000,293,737,1664,2233,2781,5290,5826,12745,14702
27,386,386.000,295,1129,1830,2591,3473,5823,6287,9978,12290
28,308,308.000,402,1282,1774,3248,4611,5998,9694,12650,13297
29,413,413.000,307,791,1689,2407,2837,5489,6643,13015,13393
30,445,445.000,306,764,1615,2237,2799,5083,5905,12903,20022
31,410,410.000,318,876,1669,2440,3344,5365,6023,10930,11233
32,288,288.000,579,1392,3092,3454,5138,6255,7053,12929,18847
33,369,369.000,289,859,1701,2706,3317,6324,7679,13011,16836
34,497,497.000,300,754,1635,2012,2634,3397,5469,11220,13620
35,431,431.000,297,870,1561,2316,3095,5414,5858,7379,13405
36,328,328.000,315,1281,1801,3030,4591,5813,6614,11498,12091
37,364,364.000,303,800,1688,2746,3475,5840,7394,13516,23443
38,467,467.000,273,750,1726,2132,2826,4552,5784,7191,15751
39,493,493.000,305,727,1586,2024,2614,3581,5669,12787,17717
40,351,351.000,269,1234,1471,2841,4002,5906,6793,12773,13878
41,378,378.000,295,1125,1623,2640,3882,5517,5961,11993,15316
42,294,294.000,320,1373,2917,3395,4921,6340,7495,12947,14426
43,372,372.000,309,1225,1592,2680,4180,5660,6265,11646,13915
44,491,491.000,285,675,1427,2032,2712,4908,5708,11096,12147
45,482,482.000,292,704,1546,2068,2765,4422,5591,11221,12848
46,536,536.000,259,672,1341,1861,2555,4008,5499,6574,11498
47,515,515.000,269,682,1384,1934,2576,4085,5437,6789,11407
48,517,517.000,252,664,1522,1929,2457,3598,5603,11474,18797
49,314,314.000,312,1314,1761,3183,4591,6124,7385,11613,12969
50,362,362.000,321,919,1761,2752,3582,6023,7098,12968,22404
51,485,485.000,278,759,1659,2055,2657,3557,5824,9907,20428
52,538,538.000,312,792,1475,1854,2730,3349,3895,6409,7403
53,558,558.000,275,740,1382,1785,2681,3221,3681,6503,7420
54,481,481.000,294,756,1606,2073,2714,4496,5515,10414,10948
55,426,426.000,297,794,1638,2347,3030,5471,6293,12188,13379
56,629,629.000,261,700,943,1583,2298,2946,3244,5562,6558
57,575,575.000,258,708,1277,1734,2339,3184,5170,5841,10549
58,537,537.000,298,691,1539,1857,2554,3322,5390,5730,11741
59,331,331.000,559,1274,1577,2986,4481,5695,6701,11303,12081
