Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,413.200,2.408,0.343,0.954,1.752,3.065,5.177,6.227,11.681,21.702,0.415
5,523.600,1.903,0.300,0.734,1.544,2.625,3.317,5.612,6.509,16.971,0.526
10,507.000,1.964,0.286,0.725,1.582,2.580,3.658,5.650,7.341,14.308,0.509
15,569.800,1.750,0.272,0.716,1.353,2.505,3.134,4.714,6.165,13.251,0.571
20,538.400,1.851,0.255,0.725,1.425,2.575,3.270,5.313,7.297,15.148,0.540
25,516.000,1.933,0.268,0.701,1.565,2.600,3.433,5.579,7.190,13.688,0.517
30,511.800,1.950,0.276,0.715,1.476,2.559,3.722,5.698,9.173,18.491,0.513
35,479.400,2.079,0.286,0.720,1.517,2.754,4.828,5.749,7.672,13.364,0.481
40,544.200,1.833,0.258,0.676,1.382,2.470,3.307,5.480,6.741,13.809,0.546
45,525.200,1.900,0.280,0.713,1.503,2.575,3.582,5.536,6.381,13.517,0.526
50,511.000,1.951,0.286,0.718,1.544,2.604,3.637,5.589,7.812,16.274,0.513
55,508.800,1.959,0.285,0.725,1.460,2.580,4.002,5.534,8.736,14.104,0.511
