Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,182.400,3.451,1.438,2.374,3.019,3.966,5.299,6.522,9.617,21.881,0.290
5,219.000,2.903,1.055,2.058,2.585,3.174,4.681,5.634,7.377,22.017,0.344
10,203.200,3.041,1.124,2.118,2.668,3.269,5.043,6.331,7.539,12.995,0.329
15,244.000,2.614,1.040,1.997,2.484,2.961,3.368,4.310,6.265,7.963,0.383
20,210.800,2.964,0.967,1.990,2.562,3.117,5.009,6.298,8.719,15.628,0.337
25,241.600,2.627,0.940,1.959,2.447,2.915,3.352,4.732,6.701,21.240,0.381
30,216.200,3.042,1.074,2.071,2.674,3.270,5.163,6.306,7.546,15.194,0.329
35,223.600,2.882,1.000,1.986,2.578,3.094,4.881,6.113,7.805,9.590,0.347
40,207.400,3.097,0.971,2.110,2.704,3.486,5.350,6.107,7.282,9.295,0.323
45,234.400,2.793,0.980,2.016,2.561,3.067,4.259,5.393,6.932,8.137,0.358
50,217.200,2.912,1.131,2.192,2.737,3.264,4.293,4.994,6.519,8.981,0.343
55,210.600,3.099,1.188,2.131,2.708,3.305,5.182,6.277,8.058,18.919,0.323
