Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,337,337.000,594,1164,2244,2949,3711,5932,7925,15238,20634
1,424,424.000,513,1045,1922,2349,3153,4100,6124,7819,11738
2,505,505.000,402,827,1610,1969,2580,3485,4919,6439,11898
3,439,439.000,360,858,1654,2269,2884,4808,6107,11734,14255
4,522,522.000,336,770,1490,1900,2425,3367,5756,7126,13783
5,380,380.000,369,1061,1655,2633,3380,5518,6663,12487,13673
6,512,512.000,319,767,1591,1937,2597,3377,5669,6862,11674
7,534,534.000,349,749,1540,1866,2527,3312,5678,6252,8536
8,572,572.000,326,740,1283,1739,2475,3040,4588,6096,7556
9,342,342.000,340,1250,1778,2914,4331,6116,7328,13772,18598
10,505,505.000,329,766,1591,1973,2656,3930,5585,6129,11344
11,421,421.000,311,808,1610,2369,3143,5389,5956,11224,13291
12,384,384.000,314,1208,1730,2591,3624,5470,6119,11286,12403
13,386,386.000,343,891,1804,2580,3294,5618,6417,12596,14236
14,622,622.000,315,683,1220,1605,2347,2943,3138,5716,6803
15,494,494.000,290,725,1532,2001,2446,4208,5665,11351,20609
16,508,508.000,290,702,1562,1959,2548,4063,5291,6693,13160
17,450,450.000,302,772,1595,2216,2897,5532,6099,7788,13389
18,382,382.000,323,1146,1725,2614,3572,5687,6076,12180,14265
19,580,580.000,290,713,1155,1714,2431,3082,5004,5940,14132
20,590,590.000,314,722,1401,1688,2356,3010,3506,5778,7113
21,405,405.000,290,808,1701,2457,3065,5612,6191,11483,12395
22,440,440.000,285,793,1581,2267,2916,5179,6020,11053,11794
23,570,570.000,309,734,1566,1756,2428,3014,4593,5739,7076
24,613,613.000,260,703,1047,1618,2356,2984,3896,5728,6968
25,443,443.000,275,775,1636,2251,3061,4908,5875,11135,13197
26,514,514.000,288,720,1562,1938,2582,3294,5587,6761,22328
27,570,570.000,304,683,1658,1752,2469,2948,4964,5903,7015
28,600,600.000,294,681,1249,1666,2428,3046,5440,5938,6473
29,537,537.000,280,699,1325,1852,2496,3289,5520,6987,12193
30,475,475.000,298,736,1631,2098,2766,4205,5854,10851,14161
31,394,394.000,304,1109,1550,2534,3538,5172,6195,11478,12605
32,480,480.000,296,703,1609,2074,2597,4356,5704,12121,13893
33,479,479.000,265,723,1584,2082,2727,4133,5649,11611,13981
34,581,581.000,274,677,1469,1716,2338,3007,5274,6025,12612
35,423,423.000,312,995,1750,2363,2969,4751,5734,9376,13926
36,559,559.000,253,706,1549,1778,2591,3107,4473,5915,9628
37,534,534.000,264,677,1482,1868,2541,3307,5420,6311,13952
38,614,614.000,297,663,1205,1621,2292,2965,3532,5572,13086
39,607,607.000,273,662,1256,1641,2401,2997,3887,5621,6887
40,288,288.000,317,1400,2052,3472,5278,7096,8317,14745,18271
41,327,327.000,326,1302,1606,3046,4490,6318,7476,13204,18438
42,511,511.000,253,697,1496,1951,2619,3897,5464,6907,12383
43,553,553.000,275,692,1550,1801,2432,3155,5247,6119,11691
44,557,557.000,301,697,1550,1793,2391,3117,4868,6210,13154
45,490,490.000,294,711,1594,2031,2475,5003,5734,12780,13417
46,517,517.000,271,705,1459,1929,2606,3723,5415,10636,13754
47,548,548.000,293,725,1491,1821,2560,3239,4718,5879,12982
48,567,567.000,297,708,1361,1758,2484,3113,5270,6467,13198
49,543,543.000,259,718,1406,1832,2514,3297,5380,6372,11038
50,353,353.000,282,1224,1606,2830,4050,5755,7100,12378,13414
51,476,476.000,255,724,1587,2099,2705,4541,5697,9456,13543
52,562,562.000,291,714,1197,1768,2479,3180,5403,6307,9993
53,389,389.000,283,1075,1754,2565,3508,5526,6422,10091,14000
54,261,261.000,572,1358,3144,3823,5518,7312,8403,15070,24540
55,608,608.000,277,698,1215,1640,2291,3020,4056,5546,12277
56,556,556.000,300,722,1543,1793,2541,3089,5378,5856,13428
57,440,440.000,291,756,1577,2266,3013,5295,5661,7937,12448
58,367,367.000,318,1138,1859,2719,3789,5753,6766,11537,14476
59,603,603.000,291,707,1448,1647,2372,2897,3189,5675,6259
