Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.000,0.920,0.362,0.454,0.643,0.985,1.990,2.819,4.191,4.191,1.087
5,22.400,0.559,0.309,0.375,0.415,0.508,0.710,0.795,2.570,8.602,1.789
10,19.600,0.433,0.267,0.339,0.364,0.427,0.646,0.804,2.381,2.381,2.308
15,22.600,0.418,0.269,0.331,0.354,0.398,0.695,0.768,0.991,1.667,2.390
20,23.200,0.397,0.262,0.326,0.345,0.406,0.589,0.636,0.885,1.725,2.516
25,19.400,0.398,0.274,0.326,0.343,0.410,0.605,0.697,1.036,1.036,2.511
30,20.200,0.375,0.267,0.319,0.336,0.374,0.479,0.605,0.890,0.963,2.664
35,26.200,0.366,0.260,0.320,0.338,0.389,0.444,0.544,0.804,0.804,2.733
40,23.200,0.414,0.270,0.319,0.343,0.454,0.678,0.739,0.792,0.922,2.416
45,22.000,0.408,0.266,0.315,0.338,0.432,0.655,0.775,0.921,0.973,2.450
50,15.200,0.554,0.248,0.323,0.414,0.663,0.881,0.928,4.287,4.287,1.804
55,24.400,0.383,0.279,0.322,0.342,0.391,0.541,0.649,0.809,1.098,2.610
