Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,17.600,8.554,5.348,6.060,7.987,10.754,12.020,13.357,20.803,20.803,0.117
5,17.000,9.749,5.418,5.900,11.316,12.442,13.015,14.413,18.255,18.255,0.103
10,14.600,8.960,5.328,5.672,10.632,11.315,12.891,13.564,16.363,16.363,0.112
15,18.800,6.638,5.094,5.471,5.601,5.924,11.042,12.029,13.375,13.375,0.151
20,17.000,8.906,5.188,5.599,10.805,11.584,12.542,13.574,16.843,16.843,0.112
25,10.600,10.307,5.103,6.029,11.266,12.429,13.147,13.865,14.788,14.788,0.097
30,20.800,7.030,5.157,5.528,5.701,5.945,12.806,13.258,14.635,14.735,0.142
35,20.000,7.774,5.158,5.475,5.681,11.013,12.859,13.763,17.302,17.302,0.129
40,19.200,6.714,5.168,5.409,5.572,5.815,12.642,13.157,18.234,18.234,0.149
45,24.000,6.720,5.121,5.407,5.595,5.892,11.380,12.946,13.713,21.620,0.149
50,18.200,6.692,5.092,5.546,5.828,6.419,9.016,14.380,15.723,15.723,0.149
55,19.400,7.781,5.113,5.391,5.690,11.280,12.868,13.435,14.093,14.093,0.129
