Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,11.000,1.466,0.956,1.183,1.338,1.638,2.082,2.318,3.076,3.076,0.682
5,17.800,1.344,0.959,1.154,1.275,1.393,1.764,2.006,2.280,2.280,0.744
10,20.200,1.359,0.826,1.102,1.255,1.460,1.884,2.087,2.541,2.614,0.736
15,18.200,1.413,0.951,1.230,1.342,1.547,1.807,1.963,2.739,2.739,0.707
20,19.600,1.272,0.917,1.084,1.216,1.340,1.607,1.837,2.898,2.898,0.786
25,15.200,1.391,0.828,1.158,1.300,1.572,1.951,2.083,3.103,3.103,0.719
30,15.400,1.418,0.835,1.201,1.355,1.571,1.909,2.060,2.466,2.466,0.705
35,20.400,1.292,0.787,1.106,1.260,1.427,1.606,1.653,1.812,2.720,0.774
40,19.600,1.260,0.813,1.097,1.207,1.373,1.520,1.916,2.499,2.499,0.794
45,16.200,1.456,0.881,1.157,1.303,1.659,2.127,2.448,3.247,3.247,0.687
50,13.600,1.417,0.839,1.156,1.422,1.615,1.795,2.088,2.498,2.498,0.706
55,17.200,1.379,0.982,1.168,1.306,1.504,1.818,2.024,2.499,2.499,0.725
