Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,323.400,3.076,0.340,1.085,2.192,3.740,6.714,8.122,15.293,27.255,0.325
5,424.400,2.345,0.381,0.853,1.831,3.056,4.415,6.553,10.221,17.686,0.426
10,418.400,2.381,0.301,0.852,1.831,3.050,4.876,6.639,13.060,19.969,0.420
15,515.400,1.928,0.316,0.813,1.458,2.741,3.488,4.274,6.705,14.834,0.519
20,478.200,2.083,0.308,0.825,1.712,2.888,3.613,6.245,7.369,16.537,0.480
25,483.400,2.064,0.281,0.805,1.683,2.807,3.594,6.244,7.364,21.649,0.485
30,450.200,2.214,0.313,0.839,1.724,3.013,3.905,6.488,8.502,20.761,0.452
35,479.600,2.079,0.331,0.820,1.577,2.845,3.702,6.360,7.659,18.847,0.481
40,518.800,1.922,0.304,0.794,1.664,2.780,3.449,4.079,6.547,12.792,0.520
45,539.000,1.849,0.292,0.738,1.581,2.592,3.316,4.697,6.587,16.464,0.541
50,469.800,2.123,0.284,0.785,1.706,2.894,4.008,6.011,8.300,15.622,0.471
55,523.000,1.905,0.278,0.750,1.657,2.697,3.347,5.185,6.446,25.342,0.525
