Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,162.000,1.292,0.619,0.765,0.896,1.453,2.004,2.616,5.648,29.335,0.774
5,198.400,0.893,0.573,0.682,0.748,0.926,1.394,1.533,1.895,11.766,1.120
10,211.400,0.913,0.568,0.690,0.761,1.096,1.358,1.493,1.916,11.928,1.095
15,230.000,0.801,0.579,0.676,0.719,0.793,1.195,1.373,1.568,5.153,1.248
20,254.600,0.747,0.596,0.681,0.713,0.766,0.835,0.922,1.448,2.030,1.338
25,183.000,0.967,0.569,0.691,0.771,1.182,1.430,1.603,2.285,17.329,1.035
30,204.600,0.901,0.586,0.669,0.727,1.141,1.383,1.568,1.826,14.361,1.110
35,236.000,0.758,0.572,0.652,0.690,0.761,0.912,1.172,1.558,14.138,1.320
40,247.800,0.749,0.578,0.665,0.705,0.765,0.872,1.047,1.579,2.193,1.336
45,251.200,0.779,0.561,0.662,0.701,0.761,1.003,1.324,1.660,10.831,1.284
50,201.200,0.901,0.585,0.681,0.736,0.892,1.519,1.710,2.021,11.840,1.110
55,222.400,0.786,0.573,0.644,0.688,0.754,1.131,1.331,2.012,7.650,1.272
