Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.600,1.488,0.931,1.230,1.376,1.663,1.971,2.248,3.167,3.167,0.672
5,16.600,1.315,0.873,1.101,1.258,1.416,1.709,1.870,2.422,2.422,0.760
10,13.400,1.564,0.976,1.316,1.492,1.755,2.055,2.102,2.949,2.949,0.640
15,15.000,1.486,0.802,1.174,1.365,1.585,2.109,2.346,5.241,5.241,0.673
20,15.000,1.505,0.929,1.244,1.433,1.615,2.079,2.162,4.110,4.110,0.664
25,19.400,1.359,0.906,1.118,1.273,1.450,1.766,2.007,3.507,3.507,0.736
30,17.000,1.517,0.925,1.280,1.444,1.741,2.039,2.190,2.789,2.789,0.659
35,20.400,1.288,0.787,1.058,1.220,1.409,1.651,2.014,2.579,2.847,0.776
40,18.000,1.363,0.771,1.117,1.310,1.526,1.836,1.971,2.184,2.184,0.734
45,14.000,1.431,0.808,1.174,1.298,1.598,2.006,2.234,2.633,2.633,0.699
50,15.400,1.432,0.991,1.195,1.338,1.578,1.870,2.177,3.196,3.196,0.699
55,14.000,1.499,1.048,1.284,1.440,1.600,1.910,2.100,2.671,2.671,0.667
