Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,315.600,3.156,0.368,1.266,2.058,4.247,6.706,8.432,15.583,28.250,0.317
5,479.400,2.080,0.326,0.768,1.545,2.692,4.331,5.738,10.677,17.011,0.481
10,428.600,2.325,0.297,0.808,1.633,2.962,5.299,6.007,11.525,17.129,0.430
15,540.200,1.840,0.280,0.699,1.476,2.481,3.187,5.473,6.481,22.465,0.544
20,541.400,1.843,0.262,0.692,1.482,2.517,3.312,5.387,6.430,13.275,0.543
25,517.600,1.926,0.262,0.723,1.554,2.559,3.353,5.579,8.312,17.142,0.519
30,497.200,2.005,0.271,0.730,1.531,2.673,3.906,5.538,9.158,27.272,0.499
35,515.400,1.935,0.283,0.730,1.535,2.593,3.487,5.455,6.702,22.231,0.517
40,483.600,2.063,0.297,0.730,1.549,2.728,4.695,5.705,7.310,13.476,0.485
45,510.000,1.956,0.264,0.722,1.550,2.605,3.649,5.531,7.450,15.543,0.511
50,549.200,1.816,0.266,0.722,1.464,2.551,3.198,5.325,6.215,14.189,0.551
55,535.200,1.862,0.246,0.694,1.509,2.507,3.292,5.423,6.888,20.368,0.537
