Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.000,10.065,5.759,6.816,7.683,14.050,16.829,18.634,22.267,22.267,0.099
5,11.600,9.747,5.727,6.266,6.843,14.295,15.138,15.269,16.601,16.601,0.103
10,12.600,8.729,6.144,6.370,6.540,12.087,15.501,16.069,16.619,16.619,0.115
15,17.600,9.625,5.825,6.248,6.459,14.033,15.369,15.932,20.070,20.070,0.104
20,17.200,10.312,5.934,6.315,12.869,13.604,14.946,15.543,18.714,18.714,0.097
25,14.600,8.146,5.980,6.299,6.449,7.182,13.977,14.889,15.914,15.914,0.123
30,13.800,9.894,5.941,6.457,6.847,13.893,14.914,16.077,17.471,17.471,0.101
35,17.600,8.574,5.966,6.366,6.593,10.781,15.889,16.318,16.797,16.797,0.117
40,12.800,9.891,5.969,6.453,6.668,14.203,16.016,16.112,19.774,19.774,0.101
45,13.200,9.371,5.954,6.363,6.773,13.629,14.568,15.531,16.191,16.191,0.107
50,21.000,7.407,5.911,6.358,6.604,6.822,12.895,13.497,16.251,23.063,0.135
55,14.800,9.406,5.807,6.263,6.443,13.924,15.731,15.908,17.421,17.421,0.106
