Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,16.000,1.097,0.321,0.452,0.616,1.152,2.799,3.944,4.887,4.887,0.912
5,19.200,0.507,0.291,0.371,0.419,0.604,0.778,0.822,2.705,2.705,1.974
10,19.400,0.531,0.262,0.344,0.404,0.626,0.758,0.870,3.252,3.252,1.883
15,20.800,0.396,0.282,0.326,0.349,0.408,0.629,0.682,0.806,0.924,2.527
20,22.000,0.404,0.289,0.320,0.337,0.369,0.475,0.632,2.239,2.986,2.478
25,13.400,0.495,0.295,0.325,0.377,0.580,0.769,0.978,2.971,2.971,2.020
30,17.200,0.516,0.270,0.321,0.372,0.604,0.739,0.780,5.461,5.461,1.939
35,20.800,0.356,0.261,0.303,0.327,0.363,0.470,0.523,0.753,0.935,2.808
40,25.600,0.341,0.247,0.304,0.328,0.359,0.400,0.472,0.642,0.707,2.933
45,23.800,0.394,0.252,0.302,0.329,0.383,0.617,0.753,0.974,2.480,2.539
50,18.200,0.416,0.264,0.315,0.353,0.456,0.653,0.740,1.163,1.163,2.402
55,25.400,0.371,0.263,0.305,0.327,0.388,0.583,0.635,0.791,0.798,2.693
