Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,179.200,1.169,0.652,0.830,0.986,1.317,1.689,1.941,3.326,18.533,0.855
5,163.200,1.043,0.617,0.723,0.810,1.316,1.639,1.817,2.902,8.713,0.959
10,167.200,1.094,0.596,0.705,0.841,1.412,1.589,1.739,2.314,12.197,0.914
15,151.400,1.190,0.590,0.749,1.281,1.473,1.610,1.726,2.021,6.870,0.840
20,189.400,1.027,0.583,0.702,0.848,1.312,1.515,1.597,1.907,6.068,0.974
25,205.000,0.855,0.596,0.659,0.705,0.952,1.374,1.498,1.692,3.577,1.170
30,189.000,0.951,0.581,0.689,0.764,1.193,1.467,1.586,1.989,6.957,1.051
35,258.600,0.708,0.570,0.643,0.676,0.722,0.785,0.861,1.476,2.170,1.413
40,167.400,1.073,0.591,0.702,1.119,1.363,1.554,1.636,1.865,4.759,0.932
45,205.200,0.838,0.571,0.682,0.725,0.809,1.323,1.485,1.689,2.263,1.193
50,215.800,0.825,0.581,0.664,0.719,0.850,1.185,1.352,1.714,10.687,1.212
55,203.000,0.911,0.582,0.670,0.723,1.195,1.424,1.551,1.774,7.094,1.098
