Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,181.000,1.162,0.639,0.802,0.982,1.277,1.597,1.816,3.644,17.761,0.861
5,163.000,1.141,0.631,0.739,1.109,1.402,1.591,1.763,2.214,8.725,0.877
10,155.000,1.219,0.634,0.764,1.296,1.522,1.692,1.825,2.065,6.127,0.820
15,162.800,1.089,0.600,0.737,0.966,1.381,1.544,1.690,1.999,6.988,0.918
20,158.200,1.148,0.617,0.733,0.943,1.384,1.597,1.810,3.162,19.471,0.871
25,162.800,1.132,0.607,0.724,1.219,1.390,1.584,1.725,2.301,6.552,0.883
30,174.200,1.064,0.594,0.715,0.933,1.367,1.554,1.708,2.003,5.895,0.940
35,188.400,1.014,0.588,0.712,0.793,1.333,1.560,1.685,2.082,6.119,0.986
40,167.600,1.093,0.597,0.725,1.143,1.368,1.536,1.653,1.947,12.708,0.915
45,153.000,1.151,0.606,0.735,1.228,1.404,1.573,1.691,1.990,7.657,0.868
50,176.000,1.054,0.594,0.726,0.895,1.379,1.587,1.739,2.026,6.003,0.949
55,199.800,0.962,0.593,0.693,0.774,1.257,1.434,1.551,1.769,5.817,1.040
