Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,19.200,8.050,5.547,6.001,6.513,9.424,12.793,14.204,22.076,22.076,0.124
5,17.600,8.384,5.336,5.870,6.224,11.703,12.853,13.374,15.878,15.878,0.119
10,16.000,7.461,5.249,5.676,5.868,6.501,13.532,14.639,28.135,28.135,0.134
15,17.400,8.055,5.216,5.624,5.869,11.275,12.366,13.215,21.673,21.673,0.124
20,20.800,6.707,5.214,5.521,5.662,5.935,11.518,12.823,13.493,14.102,0.149
25,17.800,7.653,5.215,5.604,5.756,11.050,11.956,12.898,16.649,16.649,0.131
30,22.400,6.533,5.219,5.620,5.786,6.132,10.914,11.671,13.228,15.212,0.153
35,22.200,6.140,5.108,5.536,5.643,5.837,6.392,11.505,13.426,14.712,0.163
40,23.400,6.707,5.119,5.570,5.742,6.161,11.587,12.137,13.065,13.316,0.149
45,17.200,8.118,5.324,5.652,6.051,11.177,11.819,12.367,14.330,14.330,0.123
50,22.800,5.993,5.210,5.540,5.781,6.065,6.495,6.867,11.949,12.116,0.167
55,19.800,7.217,5.177,5.453,5.631,8.613,12.374,12.984,14.102,14.102,0.139
