Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.800,1.537,0.849,1.207,1.370,1.735,2.067,2.328,6.043,6.043,0.651
5,19.000,1.314,0.752,1.095,1.237,1.447,1.738,1.968,2.531,2.531,0.761
10,18.600,1.352,0.778,1.147,1.297,1.492,1.769,2.046,2.553,2.553,0.740
15,15.400,1.507,0.942,1.167,1.408,1.767,2.073,2.306,3.078,3.078,0.664
20,10.000,1.689,1.038,1.391,1.639,1.946,2.201,2.284,2.880,2.880,0.592
25,15.800,1.495,0.790,1.121,1.343,1.827,2.214,2.343,2.700,2.700,0.669
30,13.800,1.368,0.885,1.182,1.310,1.507,1.720,1.865,2.721,2.721,0.731
35,13.200,1.426,0.945,1.266,1.405,1.574,1.738,1.910,2.112,2.112,0.701
40,14.600,1.515,0.923,1.312,1.486,1.716,1.981,2.044,2.419,2.419,0.660
45,15.200,1.506,0.930,1.169,1.440,1.792,2.139,2.249,3.283,3.283,0.664
50,16.000,1.569,0.824,1.187,1.382,1.754,2.550,2.919,5.027,5.027,0.637
55,15.600,1.369,1.008,1.215,1.354,1.520,1.680,1.749,1.856,1.856,0.731
