Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,18.400,1.197,0.346,0.515,0.767,1.473,2.007,2.958,9.569,9.569,0.836
5,16.000,0.733,0.313,0.475,0.696,0.810,0.898,1.011,4.562,4.562,1.364
10,17.400,0.807,0.303,0.581,0.701,0.796,0.903,2.207,5.289,5.289,1.239
15,12.400,0.590,0.307,0.380,0.616,0.732,0.802,0.847,1.142,1.142,1.695
20,12.600,0.653,0.336,0.483,0.663,0.801,0.859,0.946,1.165,1.165,1.533
25,17.000,0.623,0.261,0.341,0.381,0.709,0.799,0.831,8.021,8.021,1.606
30,8.000,0.673,0.395,0.615,0.673,0.750,0.804,0.825,0.972,0.972,1.486
35,14.600,0.622,0.299,0.488,0.629,0.746,0.801,0.880,2.273,2.273,1.607
40,15.600,0.624,0.298,0.565,0.647,0.753,0.802,0.853,1.060,1.060,1.602
45,15.400,0.580,0.262,0.356,0.614,0.742,0.805,0.869,2.093,2.093,1.723
50,18.800,0.609,0.259,0.349,0.440,0.671,0.802,0.900,9.399,9.399,1.643
55,15.200,0.488,0.264,0.324,0.389,0.636,0.743,0.817,1.013,1.013,2.048
