Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.200,1.229,0.355,0.458,0.717,1.307,2.473,3.180,11.494,11.494,0.813
5,19.000,0.619,0.328,0.386,0.423,0.521,0.785,0.899,7.076,7.076,1.615
10,21.200,0.556,0.271,0.356,0.381,0.470,0.777,0.897,4.224,5.402,1.798
15,17.400,0.403,0.265,0.335,0.362,0.395,0.478,0.730,1.459,1.459,2.479
20,20.600,0.548,0.292,0.347,0.381,0.462,0.700,0.843,2.284,9.871,1.824
25,21.200,0.409,0.288,0.327,0.350,0.404,0.597,0.672,0.875,2.441,2.446
30,18.600,0.439,0.289,0.336,0.362,0.442,0.725,0.805,0.985,0.985,2.278
35,22.200,0.385,0.266,0.324,0.346,0.383,0.524,0.708,0.798,0.929,2.595
40,17.800,0.538,0.262,0.338,0.361,0.436,0.646,0.707,10.444,10.444,1.859
45,20.800,0.402,0.263,0.321,0.343,0.407,0.621,0.723,0.786,0.834,2.488
50,18.200,0.404,0.291,0.340,0.358,0.415,0.543,0.720,0.821,0.821,2.475
55,19.600,0.402,0.285,0.332,0.351,0.392,0.621,0.808,0.970,0.970,2.490
