Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.600,1.520,0.893,1.148,1.369,1.748,2.319,2.882,3.350,3.350,0.658
5,14.600,1.396,0.778,1.160,1.321,1.508,1.807,2.003,2.362,2.362,0.717
10,15.400,1.405,0.755,1.153,1.317,1.624,1.908,2.161,2.376,2.376,0.712
15,15.400,1.501,0.917,1.218,1.430,1.755,1.999,2.125,3.646,3.646,0.666
20,19.200,1.421,0.903,1.164,1.341,1.582,1.897,2.078,3.861,3.861,0.704
25,18.400,1.366,0.713,1.157,1.272,1.524,1.884,1.972,2.356,2.356,0.732
30,20.000,1.428,0.843,1.131,1.287,1.470,1.671,1.999,11.581,11.581,0.701
35,19.000,1.340,0.867,1.090,1.282,1.524,1.818,1.941,2.188,2.188,0.746
40,17.000,1.488,0.916,1.142,1.411,1.778,1.951,2.314,3.009,3.009,0.672
45,17.400,1.462,0.743,1.200,1.463,1.651,1.999,2.068,2.267,2.267,0.684
50,17.600,1.448,0.907,1.081,1.320,1.684,2.072,2.376,2.911,2.911,0.690
55,13.000,1.504,0.972,1.204,1.378,1.694,2.011,2.281,2.597,2.597,0.665
