Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,253,253.000,1006,1701,2784,3932,5159,7824,10045,16553,24121
1,393,393.000,434,990,2015,2517,3282,5382,6999,11656,13825
2,395,395.000,346,1167,1736,2534,3229,5459,6229,13019,13723
3,456,456.000,362,828,1743,2178,2618,3634,6356,12042,16518
4,280,280.000,348,1375,2826,3590,5045,7084,9667,13864,19368
5,417,417.000,366,833,1622,2363,2991,5128,6003,12301,13892
6,464,464.000,375,796,1579,2143,2646,4494,5930,8729,15166
7,390,390.000,375,860,1744,2554,3214,5717,6611,12957,15506
8,372,372.000,344,870,1768,2683,3428,5639,7223,13065,15464
9,400,400.000,326,982,1570,2496,3301,5290,6078,11890,13966
10,344,344.000,403,1389,1683,2898,3807,6023,7330,13648,14607
11,314,314.000,619,1261,2189,3164,4433,6086,9162,13691,15575
12,297,297.000,595,1349,1792,3352,4786,6701,8256,12885,13299
13,380,380.000,383,835,1866,2627,3571,5870,6403,12037,13440
14,372,372.000,358,1117,1862,2671,3400,5579,6607,12645,13990
15,334,334.000,552,1234,2319,2983,4329,5572,6443,11941,13868
16,406,406.000,344,819,1871,2449,3082,5434,6072,9131,13697
17,360,360.000,318,1179,1728,2771,3716,5643,7052,12486,13771
18,334,334.000,364,1268,1953,2980,4345,6109,7318,11827,13486
19,255,255.000,598,1548,2255,3896,5824,7837,10002,13643,25173
20,374,374.000,355,1131,1752,2659,3489,5661,6708,12214,13983
21,420,420.000,334,817,1576,2368,3121,5576,6174,11978,13694
22,334,334.000,313,1291,1861,3004,4317,5942,6522,11508,12895
23,386,386.000,316,796,1720,2570,3232,6181,6977,8028,13347
24,318,318.000,590,1317,1527,3146,4794,6009,7074,11630,12632
25,425,425.000,293,1089,1548,2338,2923,5334,5842,10978,12683
26,408,408.000,323,822,1677,2451,3196,5446,6388,11317,13137
27,332,332.000,333,1303,1730,3000,4519,5927,6501,12822,14655
28,266,266.000,526,1493,3087,3761,5509,6927,7931,14005,14536
29,325,325.000,392,1262,1755,3089,4541,6013,7318,13017,18619
30,289,289.000,336,1473,1962,3429,5371,6878,7688,13633,14220
31,322,322.000,348,1335,1885,3102,4679,6505,7305,13192,14479
32,375,375.000,327,1225,1677,2657,3504,6025,6746,12792,15396
33,504,504.000,312,750,1645,1976,2681,3610,5488,6778,12078
34,377,377.000,396,1024,1703,2645,3469,5648,6557,12780,16578
35,320,320.000,369,1315,1729,3123,4414,6308,7830,12802,13197
36,277,277.000,320,1465,2405,3594,4890,7206,11182,14923,15188
37,278,278.000,548,1448,2267,3585,5304,6853,8228,14331,15565
38,401,401.000,338,922,1769,2484,2966,5912,6613,7896,13151
39,339,339.000,290,1285,2017,2950,4371,6218,7172,12549,13361
40,397,397.000,277,782,1764,2511,3008,5939,7154,13150,15124
41,309,309.000,338,1229,1811,3238,4918,6725,7664,13038,14340
42,331,331.000,427,1266,1722,3010,4321,6174,7333,12785,14374
43,373,373.000,313,1142,1649,2669,3707,5748,6829,13040,13364
44,363,363.000,274,1198,1656,2749,4112,5989,6856,12789,13016
45,301,301.000,328,1461,1953,3335,4978,6761,7768,13153,14547
46,326,326.000,546,1292,2011,3047,4500,6115,7036,11663,16384
47,388,388.000,315,1021,1762,2564,3530,5687,6665,10341,12709
48,307,307.000,371,1355,1852,3252,5200,6685,7414,13018,14865
49,275,275.000,596,1477,1785,3629,5309,7082,8195,13741,15683
50,321,321.000,306,1390,1933,3110,4471,6471,7491,13331,13708
51,454,454.000,297,800,1739,2194,2930,4394,5574,10133,18038
52,600,600.000,309,732,1133,1660,2344,3076,3442,6145,6945
53,493,493.000,298,723,1333,2021,2693,4015,6024,8929,10922
54,311,311.000,321,1281,1772,3211,4576,6817,10596,14143,19154
55,483,483.000,280,742,1448,2065,2755,4124,5638,11357,13757
56,453,453.000,326,880,1557,2198,2963,4621,5664,9675,12852
57,439,439.000,311,866,1458,2283,2999,5306,5766,10686,11681
58,376,376.000,312,1196,1685,2653,3804,5682,6634,12613,13086
59,358,358.000,301,1220,1692,2756,3779,5590,6537,11527,12983
