Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,343.000,2.907,0.349,1.015,2.000,3.608,6.235,7.541,13.376,25.452,0.344
5,400.600,2.486,0.343,0.829,1.674,3.206,5.736,6.497,11.801,18.220,0.402
10,355.200,2.810,0.271,1.195,1.821,3.978,5.994,6.923,12.906,20.793,0.356
15,390.800,2.542,0.263,0.965,1.663,3.337,5.542,6.381,12.494,14.611,0.393
20,367.200,2.717,0.279,1.185,1.726,3.901,5.692,6.555,11.686,16.747,0.368
25,347.000,2.878,0.267,1.263,1.706,4.282,6.107,6.935,12.619,21.169,0.347
30,425.400,2.345,0.268,0.775,1.604,2.988,5.481,6.136,10.874,19.756,0.427
35,368.200,2.712,0.274,1.146,1.722,3.819,5.802,6.745,12.672,16.600,0.369
40,377.600,2.645,0.297,1.051,1.723,3.677,5.582,6.422,12.621,19.469,0.378
45,411.600,2.421,0.270,0.792,1.635,3.123,5.512,6.123,11.288,14.149,0.413
50,477.400,2.090,0.254,0.713,1.499,2.800,4.469,5.732,10.312,18.173,0.479
55,428.600,2.327,0.258,0.747,1.679,2.845,5.389,6.525,12.678,22.647,0.430
