Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.400,1.251,0.355,0.588,0.775,1.600,2.493,3.485,7.040,7.040,0.799
5,22.800,0.483,0.281,0.363,0.396,0.507,0.699,0.735,2.010,2.378,2.070
10,21.200,0.576,0.279,0.354,0.397,0.669,0.843,0.900,3.223,3.339,1.737
15,18.000,0.431,0.272,0.339,0.361,0.488,0.689,0.722,0.859,0.859,2.321
20,19.200,0.426,0.280,0.324,0.346,0.407,0.611,0.713,2.641,2.641,2.347
25,19.800,0.379,0.281,0.319,0.333,0.381,0.583,0.731,0.795,0.795,2.637
30,21.000,0.407,0.255,0.307,0.329,0.447,0.627,0.775,0.855,0.939,2.456
35,22.600,0.388,0.276,0.316,0.337,0.366,0.608,0.681,0.843,1.016,2.577
40,22.800,0.419,0.265,0.314,0.330,0.365,0.438,0.548,0.700,7.886,2.384
45,19.800,0.354,0.261,0.307,0.331,0.372,0.429,0.557,0.803,0.803,2.823
50,16.000,0.462,0.273,0.327,0.359,0.605,0.792,0.876,1.017,1.017,2.165
55,19.400,0.402,0.243,0.307,0.329,0.434,0.641,0.770,0.917,0.917,2.490
