Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,364.200,2.731,0.353,1.051,1.964,3.441,5.805,6.846,13.376,20.793,0.366
5,389.800,2.558,0.298,0.898,1.757,3.346,5.625,6.506,12.727,15.178,0.391
10,400.600,2.487,0.316,0.906,1.787,3.186,5.479,6.094,11.190,22.956,0.402
15,439.000,2.270,0.271,0.771,1.648,2.938,5.202,5.928,10.890,15.734,0.440
20,354.000,2.820,0.315,1.232,1.810,4.029,5.980,6.892,12.796,15.155,0.355
25,389.800,2.559,0.299,0.820,1.715,3.187,5.649,6.737,12.913,15.643,0.391
30,388.400,2.569,0.294,0.896,1.680,3.225,5.803,6.609,12.739,31.051,0.389
35,428.200,2.328,0.258,0.814,1.683,3.014,5.499,6.165,9.667,13.883,0.430
40,489.400,2.038,0.275,0.751,1.575,2.682,4.223,5.721,8.139,15.590,0.491
45,415.400,2.402,0.274,0.775,1.628,3.093,5.515,6.205,11.738,13.775,0.416
50,423.800,2.353,0.270,0.812,1.712,3.016,5.209,6.400,11.319,16.667,0.425
55,421.200,2.366,0.262,0.761,1.731,2.916,5.476,6.347,12.589,14.428,0.423
