Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.400,1.562,1.019,1.284,1.465,1.750,2.010,2.232,4.433,4.433,0.640
5,14.400,1.457,0.996,1.214,1.356,1.651,1.965,2.295,2.556,2.556,0.686
10,16.200,1.412,0.757,1.143,1.344,1.540,1.930,2.271,2.575,2.575,0.708
15,18.600,1.371,0.761,1.167,1.318,1.536,1.803,2.088,2.325,2.325,0.729
20,13.800,1.598,0.985,1.274,1.512,1.856,2.116,2.198,2.987,2.987,0.626
25,16.400,1.569,0.968,1.159,1.363,1.840,2.239,2.656,4.882,4.882,0.637
30,11.800,1.685,0.962,1.415,1.620,1.995,2.201,2.437,2.761,2.761,0.593
35,14.800,1.383,0.810,1.143,1.354,1.601,1.852,1.949,2.162,2.162,0.723
40,15.200,1.437,0.967,1.198,1.383,1.579,1.884,2.068,3.096,3.096,0.696
45,18.400,1.398,0.938,1.115,1.311,1.606,1.944,2.215,2.691,2.691,0.715
50,16.000,1.395,0.943,1.136,1.325,1.605,1.938,2.139,2.604,2.604,0.717
55,13.800,1.580,0.927,1.248,1.433,1.896,2.287,2.498,3.287,3.287,0.633
