Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,204,204.000,1170,2031,3597,4885,6182,9533,14021,18176,24881
1,316,316.000,482,1201,2439,3154,3955,6518,7661,15987,21411
2,464,464.000,372,875,1682,2135,2855,4422,6048,6856,10076
3,506,506.000,368,824,1650,1966,2545,3388,5756,7009,8152
4,300,300.000,401,1516,2120,3319,4791,6784,8222,12283,18437
5,221,221.000,721,1530,3719,4515,5636,8495,12416,20897,27487
6,422,422.000,350,860,1724,2370,2919,5375,6172,11752,13009
7,354,354.000,403,937,1783,2804,3587,6415,7386,13507,14172
8,369,369.000,337,1212,1579,2712,3495,5657,6405,11990,14774
9,345,345.000,470,1197,1604,2876,4065,5728,6492,11504,12605
10,305,305.000,521,1296,2870,3275,4649,5791,6599,11886,13484
11,356,356.000,387,1117,1981,2789,3955,5394,6417,11693,12060
12,520,520.000,331,757,1371,1915,2592,3428,5530,7405,12602
13,510,510.000,325,758,1664,1957,2694,3294,5427,7032,13023
14,290,290.000,598,1295,1669,3430,4977,6832,11401,12566,15201
15,403,403.000,331,1054,1683,2477,3149,5446,6114,11606,16021
16,406,406.000,329,860,1664,2446,3158,5460,6461,11805,13359
17,324,324.000,322,1400,1899,3077,4494,6357,7206,13000,13989
18,357,357.000,526,1255,1603,2802,4098,5475,5937,11188,18182
19,406,406.000,296,816,1667,2460,3198,5591,6162,10603,14746
20,403,403.000,326,769,1654,2458,2881,5740,6813,13176,14257
21,265,265.000,331,1450,3139,3764,5466,7092,9035,13792,14171
22,435,435.000,312,777,1668,2293,3011,5498,6124,7360,13107
23,562,562.000,274,745,1472,1776,2561,3153,3827,5825,6832
24,612,612.000,313,707,1117,1626,2349,2989,3236,5784,6033
25,375,375.000,332,1222,1574,2671,4101,5635,6449,11176,16946
26,299,299.000,592,1299,1667,3336,4691,6302,11112,11996,13572
27,520,520.000,317,690,1533,1915,2481,3718,5506,7436,13543
28,366,366.000,261,1207,1672,2721,3594,6026,7180,13288,15187
29,322,322.000,291,1339,1882,3105,4328,6254,7220,12921,13234
30,343,343.000,405,1196,1613,2908,4297,5924,6992,11054,11916
31,282,282.000,565,1372,2951,3537,5260,6523,7525,13282,16321
32,365,365.000,305,805,1809,2733,3527,6394,7301,12778,20652
33,482,482.000,265,744,1543,2064,2671,4297,5479,9557,13886
34,370,370.000,326,1228,1629,2693,3734,5787,6633,12936,14061
35,312,312.000,489,1300,1898,3197,4785,5838,6887,11692,15554
36,323,323.000,528,1293,1591,3096,4692,6205,6837,12477,14928
37,290,290.000,273,1408,2778,3434,5112,6608,7376,13000,13752
38,313,313.000,355,1277,1973,3190,4756,5893,6894,12107,12434
39,332,332.000,327,1232,1869,3002,4177,6124,7752,11599,21518
40,241,241.000,561,1375,3321,4135,5563,8620,9976,17114,21422
41,490,490.000,291,743,1502,2035,2505,4162,5849,10363,14577
42,306,306.000,545,1369,1860,3265,4721,6201,7212,12712,14005
43,316,316.000,534,1267,1764,3169,4595,5959,6459,12019,13836
44,567,567.000,293,677,1423,1750,2371,3087,4710,5796,12220
45,364,364.000,310,1217,1878,2747,3560,6032,7253,11903,14939
46,314,314.000,539,1364,1732,3172,4788,6524,7313,11702,12904
47,397,397.000,290,1131,1564,2514,3455,5513,6082,11440,11808
48,378,378.000,303,1157,1657,2635,3658,5406,6628,12303,13287
49,351,351.000,320,1021,1682,2845,4365,5997,6995,12697,13880
50,302,302.000,589,1285,1936,3302,4960,6010,7896,11936,15583
51,459,459.000,295,794,1685,2170,2866,4640,6033,9405,16525
52,478,478.000,290,743,1389,2085,2892,4313,5837,11217,12895
53,442,442.000,309,781,1636,2259,2929,5119,6184,8800,14256
54,316,316.000,450,1209,1956,3154,4572,5931,9427,11216,11433
55,293,293.000,586,1396,2088,3414,4865,6425,7704,12850,13643
56,277,277.000,602,1514,1973,3597,5193,7003,7718,13108,14518
57,302,302.000,597,1441,1933,3317,4958,6520,7597,13362,14500
58,275,275.000,590,1453,3281,3631,5629,6906,7593,13236,14979
59,259,259.000,668,1449,3439,3836,5571,7049,8034,13208,13558
