Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.400,9.211,5.441,6.110,7.048,12.417,15.912,16.757,21.508,21.508,0.109
5,20.600,6.815,5.221,5.607,5.765,6.181,11.040,11.809,12.312,16.821,0.147
10,24.000,6.790,5.234,5.629,5.878,6.402,11.227,11.614,12.706,17.753,0.147
15,22.200,6.143,5.058,5.417,5.569,5.701,6.793,11.231,12.925,17.056,0.163
20,19.800,6.420,5.140,5.389,5.531,5.815,11.229,11.526,12.522,12.522,0.156
25,23.400,5.924,5.092,5.454,5.586,5.799,6.320,7.325,12.384,13.251,0.169
30,21.000,5.926,5.042,5.469,5.580,5.856,6.114,7.356,12.612,13.554,0.169
35,22.000,6.468,5.168,5.405,5.565,5.767,11.359,11.885,12.408,12.488,0.155
40,23.800,6.383,5.130,5.387,5.595,5.825,11.104,11.458,12.832,13.605,0.157
45,21.600,6.213,5.223,5.400,5.565,5.776,10.264,11.249,12.920,13.901,0.161
50,16.400,6.524,5.150,5.579,5.834,6.201,9.697,11.949,14.543,14.543,0.153
55,23.000,6.245,5.176,5.369,5.530,5.703,10.839,11.207,11.642,12.824,0.160
